season_id,round,date,start_time,home_team,away_team,score,attendance,referee,venue,match_report,home_score,away_score,match_id
73_2022,Regular Season,2022-03-19,19:00,El Paso,New Mexico Utd,'1-2,"8,124",Malik Badawi,Southwest University Park,https://fbref.com/en/matches/a623069c/El-Paso-Locomotive-New-Mexico-United-March-19-2022-USL-Championship,1,2,a623069c
73_2022,Regular Season,2022-03-19,19:30,FC Tulsa,B'ham Legion,'3-1,"4,531",Gabriele Giusti,ONEOK Field,https://fbref.com/en/matches/2b024616/FC-Tulsa-Birmingham-Legion-March-19-2022-USL-Championship,3,1,2b024616
73_2022,Regular Season,2022-03-23,19:00,NY Red Bulls II,Louisville City,'0-2,182,Adam Kilpatrick,MSU Soccer Park at Pittser Field,https://fbref.com/en/matches/227c74c6/New-York-Red-Bulls-II-Louisville-City-March-23-2022-USL-Championship,0,2,227c74c6
73_2022,Regular Season,2022-03-23,19:30,Atlanta United 2,TB Rowdies,'0-3,663,Chris Ruska,Fifth Third Bank Stadium,https://fbref.com/en/matches/ea4f35b2/Atlanta-United-2-Tampa-Bay-Rowdies-March-23-2022-USL-Championship,0,3,ea4f35b2
73_2022,Regular Season,2022-03-23,19:30,Galaxy II,RGV Toros,'1-0,,Ricardo Fierro,Dignity Health Sports Park,https://fbref.com/en/matches/16bb642a/LA-Galaxy-II-RGV-FC-Toros-March-23-2022-USL-Championship,1,0,16bb642a
73_2022,Regular Season,2022-03-23,19:30,FC Tulsa,Loyal,'1-0,"3,203",Kevin Broadley,ONEOK Field,https://fbref.com/en/matches/3b34fdb1/FC-Tulsa-San-Diego-Loyal-March-23-2022-USL-Championship,1,0,3b34fdb1
73_2022,Regular Season,2022-03-23,20:00,El Paso,LV Lights FC,'4-5,"5,077",Brandon Stevis,Southwest University Park,https://fbref.com/en/matches/69eb1d17/El-Paso-Locomotive-Las-Vegas-Lights-FC-March-23-2022-USL-Championship,4,5,69eb1d17
73_2022,Regular Season,2022-03-26,16:00,Detroit City,Pittsburgh,'1-1,"4,733",Adam Kilpatrick,Keyworth Stadium,https://fbref.com/en/matches/c5f83f24/Detroit-City-Pittsburgh-Riverhounds-March-26-2022-USL-Championship,1,1,c5f83f24
73_2022,Regular Season,2022-03-26,16:00,New Mexico Utd,Orange County,'1-1,"10,676",Calin Radosav,Isotopes Park,https://fbref.com/en/matches/fac6b0f8/New-Mexico-United-Orange-County-SC-March-26-2022-USL-Championship,1,1,fac6b0f8
73_2022,Regular Season,2022-03-26,18:30,B'ham Legion,CS Switchbacks,'0-2,"5,122",Izlen Peksenar,Protective Stadium,https://fbref.com/en/matches/7bc92460/Birmingham-Legion-Colorado-Springs-Switchbacks-March-26-2022-USL-Championship,0,2,7bc92460
73_2022,Regular Season,2022-03-26,19:00,Miami FC,Loudoun United,'0-0,"1,174",Jalen Gray,Riccardo Silva Stadium,https://fbref.com/en/matches/3ffac491/Miami-FC-Loudoun-United-March-26-2022-USL-Championship,0,0,3ffac491
73_2022,Regular Season,2022-03-26,19:30,Louisville City,Indy Eleven,'1-1,"8,551",Eric Tattersall,Lynn Family Stadium,https://fbref.com/en/matches/6bcdce9a/Louisville-City-Indy-Eleven-March-26-2022-USL-Championship,1,1,6bcdce9a
73_2022,Regular Season,2022-03-26,19:30,TB Rowdies,Hartford Athletic,'1-1,"60,061",Elvis Osmanovic,Al Lang Stadium,https://fbref.com/en/matches/c589f88f/Tampa-Bay-Rowdies-Hartford-Athletic-March-26-2022-USL-Championship,1,1,c589f88f
73_2022,Regular Season,2022-03-27,14:00,Sac Republic,FC Tulsa,'2-1,"8,706",Joseph Salinas,Heart Health Park,https://fbref.com/en/matches/46a4e048/Sacramento-Republic-FC-Tulsa-March-27-2022-USL-Championship,2,1,46a4e048
73_2022,Regular Season,2022-03-27,18:30,RGV Toros,San Antonio FC,'1-2,"3,759",Jeremy Scheer,H-E-B Park,https://fbref.com/en/matches/6a7c9945/RGV-FC-Toros-San-Antonio-FC-March-27-2022-USL-Championship,1,2,6a7c9945
73_2022,Regular Season,2022-03-26,19:00,Roots,Monterey Bay,'2-3,"5,508",DeShun Beard,Laney College Field,https://fbref.com/en/matches/a65745ce/Oakland-Roots-Monterey-Bay-March-26-2022-USL-Championship,2,3,a65745ce
73_2022,Regular Season,2022-03-26,19:00,LV Lights FC,Memphis 901,'0-1,"5,391",Kevin Fikar,Cashman Field,https://fbref.com/en/matches/b7db5321/Las-Vegas-Lights-FC-Memphis-901-March-26-2022-USL-Championship,0,1,b7db5321
73_2022,Regular Season,2022-03-27,19:30,Atlanta United 2,Charleston,'4-1,624,Kyle Johnston,Fifth Third Bank Stadium,https://fbref.com/en/matches/89396708/Atlanta-United-2-Charleston-Battery-March-27-2022-USL-Championship,4,1,89396708
73_2022,Regular Season,2022-03-26,19:30,Phx Rising,Loyal,'2-3,"7,321",Elton Garcia,Wild Horse Pass Stadium,https://fbref.com/en/matches/010a0224/Phoenix-Rising-San-Diego-Loyal-March-26-2022-USL-Championship,2,3,010a0224
73_2022,Regular Season,2022-03-30,19:00,New Mexico Utd,Roots,'2-2,"7,731",Ricardo Fierro,Isotopes Park,https://fbref.com/en/matches/82c48fac/New-Mexico-United-Oakland-Roots-March-30-2022-USL-Championship,2,2,82c48fac
73_2022,Regular Season,2022-04-01,19:00,Charleston,LV Lights FC,'1-2,"2,934",Sergii Demianchuk,Patriots Point Soccer Complex,https://fbref.com/en/matches/09b21c24/Charleston-Battery-Las-Vegas-Lights-FC-April-1-2022-USL-Championship,1,2,09b21c24
73_2022,Regular Season,2022-04-02,16:00,Detroit City,Memphis 901,'1-1,"4,157",Jeremy Scheer,Keyworth Stadium,https://fbref.com/en/matches/95420322/Detroit-City-Memphis-901-April-2-2022-USL-Championship,1,1,95420322
73_2022,Regular Season,2022-04-02,18:30,B'ham Legion,Louisville City,'0-0,"5,075",Elton Garcia,Protective Stadium,https://fbref.com/en/matches/667e9b18/Birmingham-Legion-Louisville-City-April-2-2022-USL-Championship,0,0,667e9b18
73_2022,Regular Season,2022-04-02,19:00,Hartford Athletic,Atlanta United 2,'1-2,"5,022",Christian Centeno,Dillon Stadium,https://fbref.com/en/matches/2970d2d7/Hartford-Athletic-Atlanta-United-2-April-2-2022-USL-Championship,1,2,2970d2d7
73_2022,Regular Season,2022-04-02,19:00,Miami FC,CS Switchbacks,'1-2,"1,083",Elvis Osmanovic,Riccardo Silva Stadium,https://fbref.com/en/matches/f1d1f6ea/Miami-FC-Colorado-Springs-Switchbacks-April-2-2022-USL-Championship,1,2,f1d1f6ea
73_2022,Regular Season,2022-04-02,19:00,Indy Eleven,Galaxy II,'1-1,"8,037",Nabil Bensalah,Michael A. Carroll Stadium,https://fbref.com/en/matches/f0098902/Indy-Eleven-LA-Galaxy-II-April-2-2022-USL-Championship,1,1,f0098902
73_2022,Regular Season,2022-04-02,19:00,Pittsburgh,Loudoun United,'2-0,"2,456",Austin Saini,Highmark Stadium,https://fbref.com/en/matches/86717d26/Pittsburgh-Riverhounds-Loudoun-United-April-2-2022-USL-Championship,2,0,86717d26
73_2022,Regular Season,2022-04-03,14:00,Loyal,El Paso,'3-2,"3,800",Matthew Thompson,Torero Stadium,https://fbref.com/en/matches/d3f4d64a/San-Diego-Loyal-El-Paso-Locomotive-April-3-2022-USL-Championship,3,2,d3f4d64a
73_2022,Regular Season,2022-04-02,19:00,Roots,TB Rowdies,'0-0,"4,124",Luis Guardia,Laney College Field,https://fbref.com/en/matches/223723e4/Oakland-Roots-Tampa-Bay-Rowdies-April-2-2022-USL-Championship,0,0,223723e4
73_2022,Regular Season,2022-04-02,19:00,Sac Republic,Monterey Bay,'2-1,"10,241",Malik Badawi,Heart Health Park,https://fbref.com/en/matches/f55a4964/Sacramento-Republic-Monterey-Bay-April-2-2022-USL-Championship,2,1,f55a4964
73_2022,Regular Season,2022-04-02,19:30,FC Tulsa,NY Red Bulls II,'3-2,"4,082",John Matto,ONEOK Field,https://fbref.com/en/matches/db082245/FC-Tulsa-New-York-Red-Bulls-II-April-2-2022-USL-Championship,3,2,db082245
73_2022,Regular Season,2022-04-02,19:30,San Antonio FC,Phx Rising,'0-2,"5,511",Eric Tattersall,Toyota Field,https://fbref.com/en/matches/1c215ec6/San-Antonio-FC-Phoenix-Rising-April-2-2022-USL-Championship,0,2,1c215ec6
73_2022,Regular Season,2022-04-09,13:00,FC Tulsa,Pittsburgh,'3-4,"2,851",Jalen Gray,ONEOK Field,https://fbref.com/en/matches/2e716c7f/FC-Tulsa-Pittsburgh-Riverhounds-April-9-2022-USL-Championship,3,4,2e716c7f
73_2022,Regular Season,2022-04-09,14:00,LV Lights FC,CS Switchbacks,'2-3,"4,922",Matt Conger,Cashman Field,https://fbref.com/en/matches/48b42596/Las-Vegas-Lights-FC-Colorado-Springs-Switchbacks-April-9-2022-USL-Championship,2,3,48b42596
73_2022,Regular Season,2022-04-09,19:30,TB Rowdies,Miami FC,'0-1,"4,947",Kevin Broadley,Al Lang Stadium,https://fbref.com/en/matches/4222e92c/Tampa-Bay-Rowdies-Miami-FC-April-9-2022-USL-Championship,0,1,4222e92c
73_2022,Regular Season,2022-04-09,19:30,Atlanta United 2,Detroit City,'0-4,574,Jordan Gray,Fifth Third Bank Stadium,https://fbref.com/en/matches/ce966f23/Atlanta-United-2-Detroit-City-April-9-2022-USL-Championship,0,4,ce966f23
73_2022,Regular Season,2022-04-10,16:00,B'ham Legion,Hartford Athletic,'2-1,"4,207",Sergii Demianchuk,Protective Stadium,https://fbref.com/en/matches/57384a14/Birmingham-Legion-Hartford-Athletic-April-10-2022-USL-Championship,2,1,57384a14
73_2022,Regular Season,2022-04-10,16:00,Loudoun United,Louisville City,'0-2,"1,444",Luis Arroyo,Segra Field,https://fbref.com/en/matches/5ed4840f/Loudoun-United-Louisville-City-April-10-2022-USL-Championship,0,2,5ed4840f
73_2022,Regular Season,2022-04-09,19:00,Orange County,San Antonio FC,'0-1,"4,167",Ricardo Fierro,Orange Country Great Park Championship S...,https://fbref.com/en/matches/e4faa0ab/Orange-County-SC-San-Antonio-FC-April-9-2022-USL-Championship,0,1,e4faa0ab
73_2022,Regular Season,2022-04-09,19:00,Loyal,Charleston,'4-1,"3,400",Brandon Stevis,Torero Stadium,https://fbref.com/en/matches/847d2711/San-Diego-Loyal-Charleston-Battery-April-9-2022-USL-Championship,4,1,847d2711
73_2022,Regular Season,2022-04-09,19:30,Phx Rising,Galaxy II,'3-1,"8,019",Luis Guardia,Wild Horse Pass Stadium,https://fbref.com/en/matches/c6eb47e3/Phoenix-Rising-LA-Galaxy-II-April-9-2022-USL-Championship,3,1,c6eb47e3
73_2022,Regular Season,2022-04-09,19:30,RGV Toros,Indy Eleven,'1-2,"3,357",Gerald Flores,H-E-B Park,https://fbref.com/en/matches/eb6dd25d/RGV-FC-Toros-Indy-Eleven-April-9-2022-USL-Championship,1,2,eb6dd25d
73_2022,Regular Season,2022-04-09,20:30,El Paso,Monterey Bay,'5-0,"7,148",Jervis Atagana,Southwest University Park,https://fbref.com/en/matches/63887792/El-Paso-Locomotive-Monterey-Bay-April-9-2022-USL-Championship,5,0,63887792
73_2022,Regular Season,2022-04-13,19:00,Roots,Loyal,'2-2,"4,017",Malik Badawi,Laney College Field,https://fbref.com/en/matches/eef41e4c/Oakland-Roots-San-Diego-Loyal-April-13-2022-USL-Championship,2,2,eef41e4c
73_2022,Regular Season,2022-04-15,19:00,NY Red Bulls II,RGV Toros,'0-1,259,Thomas Snyder,MSU Soccer Park at Pittser Field,https://fbref.com/en/matches/2ab0273c/New-York-Red-Bulls-II-RGV-FC-Toros-April-15-2022-USL-Championship,0,1,2ab0273c
73_2022,Regular Season,2022-04-15,19:00,Detroit City,B'ham Legion,'1-0,"4,505",Matthew Franz,Keyworth Stadium,https://fbref.com/en/matches/5923c199/Detroit-City-Birmingham-Legion-April-15-2022-USL-Championship,1,0,5923c199
73_2022,Regular Season,2022-04-16,16:00,LV Lights FC,Pittsburgh,'1-0,"4,420",Jervis Atagana,Cashman Field,https://fbref.com/en/matches/ef169ce7/Las-Vegas-Lights-FC-Pittsburgh-Riverhounds-April-16-2022-USL-Championship,1,0,ef169ce7
73_2022,Regular Season,2022-04-16,19:00,Miami FC,Hartford Athletic,'2-0,"1,102",Joshua Encarnacion,Riccardo Silva Stadium,https://fbref.com/en/matches/d8555094/Miami-FC-Hartford-Athletic-April-16-2022-USL-Championship,2,0,d8555094
73_2022,Regular Season,2022-04-16,19:00,Indy Eleven,Atlanta United 2,'2-1,"5,906",Calin Radosav,Michael A. Carroll Stadium,https://fbref.com/en/matches/b2adb368/Indy-Eleven-Atlanta-United-2-April-16-2022-USL-Championship,2,1,b2adb368
73_2022,Regular Season,2022-04-16,19:30,TB Rowdies,FC Tulsa,'3-1,"5,067",Elijio Arreguin,Al Lang Stadium,https://fbref.com/en/matches/cadb300b/Tampa-Bay-Rowdies-FC-Tulsa-April-16-2022-USL-Championship,3,1,cadb300b
73_2022,Regular Season,2022-04-16,18:00,CS Switchbacks,Memphis 901,'1-2,"7,334",Elton Garcia,Weidner Field,https://fbref.com/en/matches/1945534f/Colorado-Springs-Switchbacks-Memphis-901-April-16-2022-USL-Championship,1,2,1945534f
73_2022,Regular Season,2022-04-16,19:00,Roots,Loudoun United,'4-1,"3,807",Lorenzo Hernandez,Laney College Field,https://fbref.com/en/matches/7d4de28b/Oakland-Roots-Loudoun-United-April-16-2022-USL-Championship,4,1,7d4de28b
73_2022,Regular Season,2022-04-16,19:00,Loyal,Louisville City,'2-5,"3,482",Michael Radchuk,Torero Stadium,https://fbref.com/en/matches/7f3410c3/San-Diego-Loyal-Louisville-City-April-16-2022-USL-Championship,2,5,7f3410c3
73_2022,Regular Season,2022-04-16,19:00,Orange County,Sac Republic,'1-1,"3,692",Melvin Rivas,Orange Country Great Park Championship S...,https://fbref.com/en/matches/4fbdf8a4/Orange-County-SC-Sacramento-Republic-April-16-2022-USL-Championship,1,1,4fbdf8a4
73_2022,Regular Season,2022-04-16,19:30,Phx Rising,New Mexico Utd,'1-0,"7,011",Gerald Flores,Wild Horse Pass Stadium,https://fbref.com/en/matches/e924c453/Phoenix-Rising-New-Mexico-United-April-16-2022-USL-Championship,1,0,e924c453
73_2022,Regular Season,2022-04-16,19:30,Galaxy II,Monterey Bay,'3-1,,Ben Meyer,Dignity Health Sports Park,https://fbref.com/en/matches/b5f204a5/LA-Galaxy-II-Monterey-Bay-April-16-2022-USL-Championship,3,1,b5f204a5
73_2022,Regular Season,2022-04-16,19:30,San Antonio FC,El Paso,'1-0,"5,167",Luis Guardia,Toyota Field,https://fbref.com/en/matches/09fd7c76/San-Antonio-FC-El-Paso-Locomotive-April-16-2022-USL-Championship,1,0,09fd7c76
73_2022,Regular Season,2022-04-23,13:00,NY Red Bulls II,TB Rowdies,'1-1,314,Matthew Thompson,MSU Soccer Park at Pittser Field,https://fbref.com/en/matches/ed41f6a1/New-York-Red-Bulls-II-Tampa-Bay-Rowdies-April-23-2022-USL-Championship,1,1,ed41f6a1
73_2022,Regular Season,2022-04-23,17:00,Charleston,Louisville City,'1-1,"3,044",Gabriele Giusti,Patriots Point Soccer Complex,https://fbref.com/en/matches/136dff08/Charleston-Battery-Louisville-City-April-23-2022-USL-Championship,1,1,136dff08
73_2022,Regular Season,2022-04-23,19:00,Hartford Athletic,Detroit City,'1-2,"4,939",Luis Arroyo,Dillon Stadium,https://fbref.com/en/matches/107a95fc/Hartford-Athletic-Detroit-City-April-23-2022-USL-Championship,1,2,107a95fc
73_2022,Regular Season,2022-04-23,19:00,Pittsburgh,Atlanta United 2,'4-0,"5,202",Kevin Fikar,Highmark Stadium,https://fbref.com/en/matches/3771d700/Pittsburgh-Riverhounds-Atlanta-United-2-April-23-2022-USL-Championship,4,0,3771d700
73_2022,Regular Season,2022-04-24,16:00,Loudoun United,B'ham Legion,'1-2,"1,523",Elvis Osmanovic,Segra Field,https://fbref.com/en/matches/808d2e20/Loudoun-United-Birmingham-Legion-April-24-2022-USL-Championship,1,2,808d2e20
73_2022,Regular Season,2022-04-24,17:30,Indy Eleven,Orange County,'3-1,"5,736",Elijio Arreguin,Michael A. Carroll Stadium,https://fbref.com/en/matches/237636ae/Indy-Eleven-Orange-County-SC-April-24-2022-USL-Championship,3,1,237636ae
73_2022,Regular Season,2022-04-23,19:00,New Mexico Utd,San Antonio FC,'0-1,"11,420",Michael Radchuk,Isotopes Park,https://fbref.com/en/matches/5436a55a/New-Mexico-United-San-Antonio-FC-April-23-2022-USL-Championship,0,1,5436a55a
73_2022,Regular Season,2022-04-23,19:00,LV Lights FC,Galaxy II,'1-1,"8,052",Calin Radosav,Cashman Field,https://fbref.com/en/matches/4a3f65ce/Las-Vegas-Lights-FC-LA-Galaxy-II-April-23-2022-USL-Championship,1,1,4a3f65ce
73_2022,Regular Season,2022-04-23,19:30,Phx Rising,Miami FC,'2-1,"6,785",Melvin Rivas,Wild Horse Pass Stadium,https://fbref.com/en/matches/f9565284/Phoenix-Rising-Miami-FC-April-23-2022-USL-Championship,2,1,f9565284
73_2022,Regular Season,2022-04-23,19:30,RGV Toros,Sac Republic,'2-1,"3,635",Elton Garcia,H-E-B Park,https://fbref.com/en/matches/7951b650/RGV-FC-Toros-Sacramento-Republic-April-23-2022-USL-Championship,2,1,7951b650
73_2022,Regular Season,2022-04-23,19:30,FC Tulsa,CS Switchbacks,'0-2,"3,222",Mathew Corrigan,ONEOK Field,https://fbref.com/en/matches/990cd934/FC-Tulsa-Colorado-Springs-Switchbacks-April-23-2022-USL-Championship,0,2,990cd934
73_2022,Regular Season,2022-04-23,20:30,El Paso,Roots,'1-1,"5,727",Mark Allatin,Southwest University Park,https://fbref.com/en/matches/93074ce5/El-Paso-Locomotive-Oakland-Roots-April-23-2022-USL-Championship,1,1,93074ce5
73_2022,Regular Season,2022-04-27,19:00,B'ham Legion,Charleston,'2-1,,Jeremy Scheer,Protective Stadium,https://fbref.com/en/matches/7cedc99c/Birmingham-Legion-Charleston-Battery-April-27-2022-USL-Championship,2,1,7cedc99c
73_2022,Regular Season,2022-04-27,19:00,Memphis 901,TB Rowdies,'3-1,,Jervis Atagana,AutoZone Park,https://fbref.com/en/matches/b6d54b18/Memphis-901-Tampa-Bay-Rowdies-April-27-2022-USL-Championship,3,1,b6d54b18
73_2022,Regular Season,2022-04-30,16:00,Detroit City,NY Red Bulls II,'2-0,,Eric Tattersall,Keyworth Stadium,https://fbref.com/en/matches/69b3568d/Detroit-City-New-York-Red-Bulls-II-April-30-2022-USL-Championship,2,0,69b3568d
73_2022,Regular Season,2022-04-30,18:00,Loudoun United,El Paso,'1-3,"1,282",Matthew Franz,Segra Field,https://fbref.com/en/matches/d93bc62f/Loudoun-United-El-Paso-Locomotive-April-30-2022-USL-Championship,1,3,d93bc62f
73_2022,Regular Season,2022-04-30,19:00,Indy Eleven,Hartford Athletic,'1-0,"4,695",Greg Dopka,Michael A. Carroll Stadium,https://fbref.com/en/matches/616b1f34/Indy-Eleven-Hartford-Athletic-April-30-2022-USL-Championship,1,0,616b1f34
73_2022,Regular Season,2022-04-30,19:30,Louisville City,Pittsburgh,'2-0,"11,093",Elvis Osmanovic,Lynn Family Stadium,https://fbref.com/en/matches/9f199734/Louisville-City-Pittsburgh-Riverhounds-April-30-2022-USL-Championship,2,0,9f199734
73_2022,Regular Season,2022-04-30,19:30,TB Rowdies,Loyal,'2-3,"5,039",Sergii Demianchuk,Al Lang Stadium,https://fbref.com/en/matches/7bfde931/Tampa-Bay-Rowdies-San-Diego-Loyal-April-30-2022-USL-Championship,2,3,7bfde931
73_2022,Regular Season,2022-04-30,19:00,Sac Republic,LV Lights FC,'1-1,"10,078",Brad Jensen,Heart Health Park,https://fbref.com/en/matches/e338feea/Sacramento-Republic-Las-Vegas-Lights-FC-April-30-2022-USL-Championship,1,1,e338feea
73_2022,Regular Season,2022-04-30,19:00,Roots,CS Switchbacks,'0-3,"5,382",Michael Radchuk,Laney College Field,https://fbref.com/en/matches/dfab485a/Oakland-Roots-Colorado-Springs-Switchbacks-April-30-2022-USL-Championship,0,3,dfab485a
73_2022,Regular Season,2022-04-30,19:00,Memphis 901,Miami FC,'1-2,"3,706",John Griggs,AutoZone Park,https://fbref.com/en/matches/8db78809/Memphis-901-Miami-FC-April-30-2022-USL-Championship,1,2,8db78809
73_2022,Regular Season,2022-04-30,19:30,San Antonio FC,Monterey Bay,'6-0,"6,638",Katja Koroleva,Toyota Field,https://fbref.com/en/matches/72a44c5f/San-Antonio-FC-Monterey-Bay-April-30-2022-USL-Championship,6,0,72a44c5f
73_2022,Regular Season,2022-04-30,19:30,RGV Toros,Orange County,'1-2,"3,316",Mathew Corrigan,H-E-B Park,https://fbref.com/en/matches/ba4eb75c/RGV-FC-Toros-Orange-County-SC-April-30-2022-USL-Championship,1,2,ba4eb75c
73_2022,Regular Season,2022-05-01,17:00,Galaxy II,Phx Rising,'3-0,,Mark Allatin,Dignity Health Sports Park,https://fbref.com/en/matches/393cb10a/LA-Galaxy-II-Phoenix-Rising-May-1-2022-USL-Championship,3,0,393cb10a
