season_id,round,date,start_time,home_team,away_team,score,attendance,referee,venue,match_report,notes,home_score,away_score,match_id
73_2020,Regular Season,2020-03-07,14:30,North Carolina,Louisville City,'0-1,"3,515",Adam Kilpatrick,Sahlen's Stadium at WakeMed Soccer Park,https://fbref.com/en/matches/9cceafdc/North-Carolina-FC-Louisville-City-March-7-2020-USL-Championship,,0,1,9cceafdc
73_2020,Regular Season,2020-03-07,15:00,NY Red Bulls II,TB Rowdies,'0-1,"1,002",Kevin Broadley,MSU Soccer Park at Pittser Field,https://fbref.com/en/matches/2df8aed5/New-York-Red-Bulls-II-Tampa-Bay-Rowdies-March-7-2020-USL-Championship,,0,1,2df8aed5
73_2020,Regular Season,2020-03-06,19:00,Orange County,El Paso,'0-0,"3,188",Michael Radchuk,Orange Country Great Park Championship S...,https://fbref.com/en/matches/dff4c06a/Orange-County-SC-El-Paso-Locomotive-March-6-2020-USL-Championship,,0,0,dff4c06a
73_2020,Regular Season,2020-03-06,19:00,Tacoma,Reno 1868,'1-3,"2,178",Ismir Pekmic,Cheney Stadium,https://fbref.com/en/matches/7d4c056d/Tacoma-Defiance-Reno-1868-March-6-2020-USL-Championship,,1,3,7d4c056d
73_2020,Regular Season,2020-03-08,15:30,Atlanta United 2,Charleston,'0-1,851,Elvis Osmanovic,Fifth Third Bank Stadium,https://fbref.com/en/matches/25bf5dbd/Atlanta-United-2-Charleston-Battery-March-8-2020-USL-Championship,,0,1,25bf5dbd
73_2020,Regular Season,2020-03-08,16:00,Sporting KC II,Charlotte Ind'ence,'1-2,691,Lukasz Szpala,Children's Mercy Park,https://fbref.com/en/matches/6b49ab04/Sporting-Kansas-City-II-Charlotte-Independence-March-8-2020-USL-Championship,,1,2,6b49ab04
73_2020,Regular Season,2020-03-07,18:00,Memphis 901,Indy Eleven,'2-4,"8,571",Matthew Thompson,AutoZone Park,https://fbref.com/en/matches/df7cbfb0/Memphis-901-Indy-Eleven-March-7-2020-USL-Championship,,2,4,df7cbfb0
73_2020,Regular Season,2020-03-08,18:30,RGV Toros,Galaxy II,'1-5,"2,300",Tori Penso,H-E-B Park,https://fbref.com/en/matches/7b490d5d/RGV-FC-Toros-LA-Galaxy-II-March-8-2020-USL-Championship,,1,5,7b490d5d
73_2020,Regular Season,2020-03-07,19:00,Saint Louis FC,Miami FC,'4-1,"4,019",Jon Freemon,West Community Stadium,https://fbref.com/en/matches/58e14f84/Saint-Louis-FC-Miami-FC-March-7-2020-USL-Championship,,4,1,58e14f84
73_2020,Regular Season,2020-03-07,19:00,OKC Energy,CS Switchbacks,'1-2,"4,067",Eric Tattersall,Taft Stadium,https://fbref.com/en/matches/bda1f3f2/OKC-Energy-Colorado-Springs-Switchbacks-March-7-2020-USL-Championship,,1,2,bda1f3f2
73_2020,Regular Season,2020-03-07,19:00,Loyal,LV Lights FC,'1-1,"6,100",Elton Garcia,Torero Stadium,https://fbref.com/en/matches/7b812dca/San-Diego-Loyal-Las-Vegas-Lights-FC-March-7-2020-USL-Championship,,1,1,7b812dca
73_2020,Regular Season,2020-03-07,19:30,Sac Republic,FC Tulsa,'1-1,"11,569",Elijio Arreguin,Papa Murphy’s Park,https://fbref.com/en/matches/01cd9097/Sacramento-Republic-FC-Tulsa-March-7-2020-USL-Championship,,1,1,01cd9097
73_2020,Regular Season,2020-03-07,19:30,Bold,New Mexico Utd,'1-0,"2,496",Malik Badawi,Bold Stadium,https://fbref.com/en/matches/8f16445f/Austin-Bold-New-Mexico-United-March-7-2020-USL-Championship,,1,0,8f16445f
73_2020,Regular Season,2020-03-07,19:30,Phx Rising,Timbers 2,'6-1,"6,585",Jonathan Bilinski,Casino Arizona Field,https://fbref.com/en/matches/65c12e36/Phoenix-Rising-Portland-Timbers-2-March-7-2020-USL-Championship,,6,1,65c12e36
73_2020,Regular Season,2020-03-07,19:30,Union II,Loudoun United,'0-0,467,Thomas Snyder,Subaru Park,https://fbref.com/en/matches/68b26c1d/Philadelphia-Union-II-Loudoun-United-March-7-2020-USL-Championship,,0,0,68b26c1d
73_2020,Regular Season,2020-03-07,19:30,San Antonio FC,Monarchs,'1-0,"7,020",Chris Ruska,Toyota Field,https://fbref.com/en/matches/8aa2f53b/San-Antonio-FC-Real-Monarchs-March-7-2020-USL-Championship,,1,0,8aa2f53b
73_2020,Regular Season,2020-03-11,19:00,Tacoma,Loyal,'1-2,,Luis Guardia,Cheney Stadium,https://fbref.com/en/matches/bff9c4b0/Tacoma-Defiance-San-Diego-Loyal-March-11-2020-USL-Championship,,1,2,bff9c4b0
73_2020,Regular Season,2020-07-11,14:00,Monarchs,Loyal,'0-1,816,Brad Jensen,Rio Tinto Stadium,https://fbref.com/en/matches/d2118e26/Real-Monarchs-San-Diego-Loyal-July-11-2020-USL-Championship,,0,1,d2118e26
73_2020,Regular Season,2020-07-11,19:00,Indy Eleven,Saint Louis FC,'2-0,"4,761",Calin Radosav,Lucas Oil Stadium,https://fbref.com/en/matches/414b3853/Indy-Eleven-Saint-Louis-FC-July-11-2020-USL-Championship,,2,0,414b3853
73_2020,Regular Season,2020-07-11,19:30,TB Rowdies,Atlanta United 2,'2-1,,Elvis Osmanovic,Al Lang Stadium,https://fbref.com/en/matches/1e2463ed/Tampa-Bay-Rowdies-Atlanta-United-2-July-11-2020-USL-Championship,,2,1,1e2463ed
73_2020,Regular Season,2020-07-12,17:00,Louisville City,Pittsburgh,'1-3,"4,850",Eric Tattersall,Lynn Family Stadium,https://fbref.com/en/matches/6f4522b7/Louisville-City-Pittsburgh-Riverhounds-July-12-2020-USL-Championship,,1,3,6f4522b7
73_2020,Regular Season,2020-07-11,18:00,CS Switchbacks,New Mexico Utd,'1-2,"1,000",Laura Rodriguez,Weidner Field,https://fbref.com/en/matches/d069db21/Colorado-Springs-Switchbacks-New-Mexico-United-July-11-2020-USL-Championship,,1,2,d069db21
73_2020,Regular Season,2020-07-11,19:00,Phx Rising,Galaxy II,'4-0,,Isaiah Vlad,Casino Arizona Field,https://fbref.com/en/matches/2cdd3ee9/Phoenix-Rising-LA-Galaxy-II-July-11-2020-USL-Championship,,4,0,2cdd3ee9
73_2020,Regular Season,2020-07-11,20:30,El Paso,RGV Toros,'1-0,,Ismir Pekmic,Southwest University Park,https://fbref.com/en/matches/07a58c1a/El-Paso-Locomotive-RGV-FC-Toros-July-11-2020-USL-Championship,,1,0,07a58c1a
73_2020,Regular Season,2020-07-13,19:00,OKC Energy,FC Tulsa,'1-1,"1,626",Mathew Corrigan,Taft Stadium,https://fbref.com/en/matches/13434b9c/OKC-Energy-FC-Tulsa-July-13-2020-USL-Championship,,1,1,13434b9c
73_2020,Regular Season,2020-07-13,19:00,Sac Republic,Tacoma,'3-3,,Elijio Arreguin,Papa Murphy’s Park,https://fbref.com/en/matches/1d82d26e/Sacramento-Republic-Tacoma-Defiance-July-13-2020-USL-Championship,,3,3,1d82d26e
73_2020,Regular Season,2020-07-15,19:00,B'ham Legion,Memphis 901,'3-0,"1,250",Matthew Thompson,BBVA Compass Field,https://fbref.com/en/matches/47836e59/Birmingham-Legion-Memphis-901-July-15-2020-USL-Championship,,3,0,47836e59
73_2020,Regular Season,2020-07-15,20:00,El Paso,New Mexico Utd,'2-2,,Chris Ruska,Southwest University Park,https://fbref.com/en/matches/47ac86a8/El-Paso-Locomotive-New-Mexico-United-July-15-2020-USL-Championship,,2,2,47ac86a8
73_2020,Regular Season,2020-07-16,18:00,Orange County,Phx Rising,'1-1,,Brandon Stevis,Orange Country Great Park Championship S...,https://fbref.com/en/matches/41751c52/Orange-County-SC-Phoenix-Rising-July-16-2020-USL-Championship,,1,1,41751c52
73_2020,Regular Season,2020-07-17,19:00,NY Red Bulls II,Hartford Athletic,'0-1,,Joshua Encarnacion,Red Bull Arena,https://fbref.com/en/matches/b6337ff1/New-York-Red-Bulls-II-Hartford-Athletic-July-17-2020-USL-Championship,,0,1,b6337ff1
73_2020,Regular Season,2020-07-17,19:45,TB Rowdies,North Carolina,'2-2,141,Gabriele Giusti,Al Lang Stadium,https://fbref.com/en/matches/ffe1f06b/Tampa-Bay-Rowdies-North-Carolina-FC-July-17-2020-USL-Championship,,2,2,ffe1f06b
73_2020,Regular Season,2020-07-18,14:00,Monarchs,CS Switchbacks,'3-3,505,Michael Radchuk,Rio Tinto Stadium,https://fbref.com/en/matches/bb06d590/Real-Monarchs-Colorado-Springs-Switchbacks-July-18-2020-USL-Championship,,3,3,bb06d590
73_2020,Regular Season,2020-07-18,19:00,Indy Eleven,Sporting KC II,'2-1,"4,931",Eric Tattersall,Lucas Oil Stadium,https://fbref.com/en/matches/f6f19529/Indy-Eleven-Sporting-Kansas-City-II-July-18-2020-USL-Championship,,2,1,f6f19529
73_2020,Regular Season,2020-07-18,19:30,Union II,Pittsburgh,'0-6,,Thomas Snyder,Subaru Park,https://fbref.com/en/matches/54cae7b8/Philadelphia-Union-II-Pittsburgh-Riverhounds-July-18-2020-USL-Championship,,0,6,54cae7b8
73_2020,Regular Season,2020-07-18,19:30,Atlanta United 2,Memphis 901,'2-2,,Sergii Demianchuk,Fifth Third Bank Stadium,https://fbref.com/en/matches/17685f87/Atlanta-United-2-Memphis-901-July-18-2020-USL-Championship,,2,2,17685f87
73_2020,Regular Season,2020-07-17,20:00,Bold,OKC Energy,'1-3,18,Lorenzo Hernandez,Bold Stadium,https://fbref.com/en/matches/e133d2c1/Austin-Bold-OKC-Energy-July-17-2020-USL-Championship,,1,3,e133d2c1
73_2020,Regular Season,2020-07-18,17:00,Tacoma,Timbers 2,'3-0,,Adorae Monroy,Cheney Stadium,https://fbref.com/en/matches/411b5d08/Tacoma-Defiance-Portland-Timbers-2-July-18-2020-USL-Championship,,3,0,411b5d08
73_2020,Regular Season,2020-07-18,20:00,Louisville City,Saint Louis FC,'0-1,"4,850",Youssef Elmessoussi,Lynn Family Stadium,https://fbref.com/en/matches/11464d64/Louisville-City-Saint-Louis-FC-July-18-2020-USL-Championship,,0,1,11464d64
73_2020,Regular Season,2020-07-19,18:00,Sac Republic,Reno 1868,'1-0,,Nicholas Marin,Papa Murphy’s Park,https://fbref.com/en/matches/95cc4bdf/Sacramento-Republic-Reno-1868-July-19-2020-USL-Championship,,1,0,95cc4bdf
73_2020,Regular Season,2020-07-19,19:00,Loyal,Galaxy II,'0-1,,Ricardo Fierro,Torero Stadium,https://fbref.com/en/matches/f3062a41/San-Diego-Loyal-LA-Galaxy-II-July-19-2020-USL-Championship,,0,1,f3062a41
73_2020,Regular Season,2020-07-20,19:00,Hartford Athletic,Loudoun United,'3-1,"1,207",Adam Kilpatrick,Dillon Stadium,https://fbref.com/en/matches/b62bdc74/Hartford-Athletic-Loudoun-United-July-20-2020-USL-Championship,,3,1,b62bdc74
73_2020,Regular Season,2020-07-19,20:00,RGV Toros,San Antonio FC,'1-1,,Melvin Rivas,H-E-B Park,https://fbref.com/en/matches/33e7f308/RGV-FC-Toros-San-Antonio-FC-July-19-2020-USL-Championship,,1,1,33e7f308
73_2020,Regular Season,2020-07-19,20:00,Charleston,B'ham Legion,'1-2,,Kevin Broadley,Patriots Point Soccer Complex,https://fbref.com/en/matches/727bf642/Charleston-Battery-Birmingham-Legion-July-19-2020-USL-Championship,,1,2,727bf642
73_2020,Regular Season,2020-07-22,18:00,Pittsburgh,Indy Eleven,'0-1,,Eric Tattersall,Highmark Stadium,https://fbref.com/en/matches/c818ac2f/Pittsburgh-Riverhounds-Indy-Eleven-July-22-2020-USL-Championship,,0,1,c818ac2f
73_2020,Regular Season,2020-07-22,19:30,Union II,NY Red Bulls II,'1-5,,Christian Centeno,Subaru Park,https://fbref.com/en/matches/8b42126b/Philadelphia-Union-II-New-York-Red-Bulls-II-July-22-2020-USL-Championship,,1,5,8b42126b
73_2020,Regular Season,2020-07-22,19:00,OKC Energy,RGV Toros,'1-1,"1,423",Michael Cap,Taft Stadium,https://fbref.com/en/matches/f847a171/OKC-Energy-RGV-FC-Toros-July-22-2020-USL-Championship,,1,1,f847a171
73_2020,Regular Season,2020-07-25,18:30,B'ham Legion,TB Rowdies,'1-1,"1,250",Chris Ruska,BBVA Compass Field,https://fbref.com/en/matches/a62d6fba/Birmingham-Legion-Tampa-Bay-Rowdies-July-25-2020-USL-Championship,,1,1,a62d6fba
73_2020,Regular Season,2020-07-25,19:00,Hartford Athletic,Union II,'3-2,"1,375",Thomas Snyder,Dillon Stadium,https://fbref.com/en/matches/236b004a/Hartford-Athletic-Philadelphia-Union-II-July-25-2020-USL-Championship,,3,2,236b004a
73_2020,Regular Season,2020-07-24,20:00,Charleston,Atlanta United 2,'3-0,,Izlen Peksenar,Patriots Point Soccer Complex,https://fbref.com/en/matches/53b21eb0/Charleston-Battery-Atlanta-United-2-July-24-2020-USL-Championship,,3,0,53b21eb0
73_2020,Regular Season,2020-07-24,20:30,El Paso,New Mexico Utd,'1-2,,Matthew Thompson,Southwest University Park,https://fbref.com/en/matches/e9e2397b/El-Paso-Locomotive-New-Mexico-United-July-24-2020-USL-Championship,,1,2,e9e2397b
73_2020,Regular Season,2020-07-26,16:00,Saint Louis FC,Indy Eleven,'1-0,"1,230",Jervis Atagana,West Community Stadium,https://fbref.com/en/matches/da78a7a9/Saint-Louis-FC-Indy-Eleven-July-26-2020-USL-Championship,,1,0,da78a7a9
73_2020,Regular Season,2020-07-26,17:00,NY Red Bulls II,Pittsburgh,'2-1,,Luis Arroyo,Red Bull Arena,https://fbref.com/en/matches/d0369ce2/New-York-Red-Bulls-II-Pittsburgh-Riverhounds-July-26-2020-USL-Championship,,2,1,d0369ce2
73_2020,Regular Season,2020-07-25,19:00,Loyal,LV Lights FC,'2-1,,Joseph Salinas,Torero Stadium,https://fbref.com/en/matches/51df9d29/San-Diego-Loyal-Las-Vegas-Lights-FC-July-25-2020-USL-Championship,,2,1,51df9d29
73_2020,Regular Season,2020-07-25,19:00,Orange County,Phx Rising,'1-0,,Michael Radchuk,Orange Country Great Park Championship S...,https://fbref.com/en/matches/beb56e80/Orange-County-SC-Phoenix-Rising-July-25-2020-USL-Championship,,1,0,beb56e80
73_2020,Regular Season,2020-07-25,19:00,Galaxy II,Sac Republic,'1-0,,Brandon Stevis,Dignity Health Sports Park,https://fbref.com/en/matches/00c2225b/LA-Galaxy-II-Sacramento-Republic-July-25-2020-USL-Championship,,1,0,00c2225b
73_2020,Regular Season,2020-07-25,19:30,Memphis 901,Charlotte Ind'ence,'2-2,,Ben Meyer,AutoZone Park,https://fbref.com/en/matches/1b4ff5ae/Memphis-901-Charlotte-Independence-July-25-2020-USL-Championship,,2,2,1b4ff5ae
73_2020,Regular Season,2020-07-25,20:00,San Antonio FC,RGV Toros,'1-0,,Elton Garcia,Toyota Field,https://fbref.com/en/matches/bf6c1f33/San-Antonio-FC-RGV-FC-Toros-July-25-2020-USL-Championship,,1,0,bf6c1f33
73_2020,Regular Season,2020-07-25,20:00,Louisville City,Sporting KC II,'1-0,"4,850",Nabil Bensalah,Lynn Family Stadium,https://fbref.com/en/matches/6cd49aa7/Louisville-City-Sporting-Kansas-City-II-July-25-2020-USL-Championship,,1,0,6cd49aa7
73_2020,Regular Season,2020-07-29,19:00,Indy Eleven,Hartford Athletic,'4-1,"4,775",Lukasz Szpala,Lucas Oil Stadium,https://fbref.com/en/matches/1983728b/Indy-Eleven-Hartford-Athletic-July-29-2020-USL-Championship,,4,1,1983728b
73_2020,Regular Season,2020-07-29,19:30,Atlanta United 2,Miami FC,'4-3,,Izlen Peksenar,Fifth Third Bank Stadium,https://fbref.com/en/matches/60280033/Atlanta-United-2-Miami-FC-July-29-2020-USL-Championship,,4,3,60280033
73_2020,Regular Season,2020-07-29,19:30,Timbers 2,Reno 1868,'1-4,,Farhad Dadkho,Providence Park,https://fbref.com/en/matches/eb4e25fb/Portland-Timbers-2-Reno-1868-July-29-2020-USL-Championship,,1,4,eb4e25fb
