season_id,round,date,start_time,home_team,away_team,score,attendance,referee,venue,match_report,home_score,away_score,match_id
73_2023,Regular Season,2023-04-01,19:30,TB Rowdies,B'ham Legion,'0-2,"6,397",Thomas Snyder,Al Lang Stadium,https://fbref.com/en/matches/be170a5c/Tampa-Bay-Rowdies-Birmingham-Legion-April-1-2023-USL-Championship,0,2,be170a5c
73_2023,Regular Season,2023-03-31,20:00,FC Tulsa,El Paso,'2-2,"4,003",Brandon Stevis,ONEOK Field,https://fbref.com/en/matches/8041d974/FC-Tulsa-El-Paso-Locomotive-March-31-2023-USL-Championship,2,2,8041d974
73_2023,Regular Season,2023-04-01,19:00,Sac Republic,Louisville City,'5-0,"9,036",Ricardo Fierro,Heart Health Park,https://fbref.com/en/matches/46c29d64/Sacramento-Republic-Louisville-City-April-1-2023-USL-Championship,5,0,46c29d64
73_2023,Regular Season,2023-04-01,19:00,Roots,New Mexico Utd,'1-0,"4,695",Elijio Arreguin,Pioneer Stadium,https://fbref.com/en/matches/a3d41cd4/Oakland-Roots-New-Mexico-United-April-1-2023-USL-Championship,1,0,a3d41cd4
73_2023,Regular Season,2023-04-01,19:00,Monterey Bay,San Antonio FC,'1-2,"3,885",Cristian Campo,Cardinale Stadium,https://fbref.com/en/matches/858d76b9/Monterey-Bay-San-Antonio-FC-April-1-2023-USL-Championship,1,2,858d76b9
73_2023,Regular Season,2023-04-01,19:30,Phx Rising,Loyal,'2-2,"10,437",Elton Garcia,Wild Horse Pass Stadium,https://fbref.com/en/matches/cf27f4f6/Phoenix-Rising-San-Diego-Loyal-April-1-2023-USL-Championship,2,2,cf27f4f6
73_2023,Regular Season,2023-04-08,14:00,Loyal,FC Tulsa,'2-1,"4,412",Corbyn May,Torero Stadium,https://fbref.com/en/matches/71fe3325/San-Diego-Loyal-FC-Tulsa-April-8-2023-USL-Championship,2,1,71fe3325
73_2023,Regular Season,2023-04-08,15:00,Louisville City,Detroit City,'1-0,9,Sergii Demianchuk,Lynn Family Stadium,https://fbref.com/en/matches/795ee94f/Louisville-City-Detroit-City-April-8-2023-USL-Championship,1,0,795ee94f
73_2023,Regular Season,2023-04-08,19:00,Indy Eleven,Roots,'0-3,"9,334",Matthew Thompson,Michael A. Carroll Stadium,https://fbref.com/en/matches/7fb78793/Indy-Eleven-Oakland-Roots-April-8-2023-USL-Championship,0,3,7fb78793
73_2023,Regular Season,2023-04-08,19:30,TB Rowdies,Miami FC,'2-0,"6,852",Mathew Corrigan,Al Lang Stadium,https://fbref.com/en/matches/256f170d/Tampa-Bay-Rowdies-Miami-FC-April-8-2023-USL-Championship,2,0,256f170d
73_2023,Regular Season,2023-04-08,19:30,Charleston,Hartford Athletic,'3-2,"1,661",Serhiy Boyko,Patriots Point Soccer Complex,https://fbref.com/en/matches/356b48d9/Charleston-Battery-Hartford-Athletic-April-8-2023-USL-Championship,3,2,356b48d9
73_2023,Regular Season,2023-04-09,16:30,B'ham Legion,Phx Rising,'1-2,"4,750",John Griggs,Protective Stadium,https://fbref.com/en/matches/e39edcee/Birmingham-Legion-Phoenix-Rising-April-9-2023-USL-Championship,1,2,e39edcee
73_2023,Regular Season,2023-04-08,18:00,CS Switchbacks,Pittsburgh,'1-0,"7,567",Ricardo Fierro,Weidner Field,https://fbref.com/en/matches/98fe5ea9/Colorado-Springs-Switchbacks-Pittsburgh-Riverhounds-April-8-2023-USL-Championship,1,0,98fe5ea9
73_2023,Regular Season,2023-04-08,19:00,Monterey Bay,New Mexico Utd,'4-2,"3,548",Brandon Stevis,Cardinale Stadium,https://fbref.com/en/matches/7cbf48bc/Monterey-Bay-New-Mexico-United-April-8-2023-USL-Championship,4,2,7cbf48bc
73_2023,Regular Season,2023-04-08,19:30,San Antonio FC,Sac Republic,'0-0,"6,524",Katja Koroleva,Toyota Field,https://fbref.com/en/matches/093921b8/San-Antonio-FC-Sacramento-Republic-April-8-2023-USL-Championship,0,0,093921b8
73_2023,Regular Season,2023-04-08,20:30,El Paso,Orange County,'1-0,"6,013",Cristian Campo,Southwest University Park,https://fbref.com/en/matches/ed068af5/El-Paso-Locomotive-Orange-County-SC-April-8-2023-USL-Championship,1,0,ed068af5
73_2023,Regular Season,2023-04-12,19:30,TB Rowdies,Charleston,'1-2,"3,534",Jeremy Scheer,Al Lang Stadium,https://fbref.com/en/matches/d54dedca/Tampa-Bay-Rowdies-Charleston-Battery-April-12-2023-USL-Championship,1,2,d54dedca
73_2023,Regular Season,2023-04-15,17:00,FC Tulsa,Charleston,'1-2,"4,007",Elton Garcia,ONEOK Field,https://fbref.com/en/matches/69e5ad7a/FC-Tulsa-Charleston-Battery-April-15-2023-USL-Championship,1,2,69e5ad7a
73_2023,Regular Season,2023-04-15,18:00,Loudoun United,B'ham Legion,'3-0,"2,505",Luis Arroyo,Segra Field,https://fbref.com/en/matches/282501b8/Loudoun-United-Birmingham-Legion-April-15-2023-USL-Championship,3,0,282501b8
73_2023,Regular Season,2023-04-15,19:00,Miami FC,Detroit City,'0-0,"1,559",Melvin Rivas,Riccardo Silva Stadium,https://fbref.com/en/matches/fc67b224/Miami-FC-Detroit-City-April-15-2023-USL-Championship,0,0,fc67b224
73_2023,Regular Season,2023-04-15,19:00,Pittsburgh,RGV Toros,'2-0,"5,092",Sergii Demianchuk,Highmark Stadium,https://fbref.com/en/matches/a1f11721/Pittsburgh-Riverhounds-RGV-FC-Toros-April-15-2023-USL-Championship,2,0,a1f11721
73_2023,Regular Season,2023-04-15,19:30,Louisville City,San Antonio FC,'1-0,"11,589",Malik Badawi,Lynn Family Stadium,https://fbref.com/en/matches/30db7593/Louisville-City-San-Antonio-FC-April-15-2023-USL-Championship,1,0,30db7593
73_2023,Regular Season,2023-04-15,19:00,Roots,Hartford Athletic,'1-2,"4,036",Mathew Corrigan,Pioneer Stadium,https://fbref.com/en/matches/1a83cdd4/Oakland-Roots-Hartford-Athletic-April-15-2023-USL-Championship,1,2,1a83cdd4
73_2023,Regular Season,2023-04-15,19:00,New Mexico Utd,Loyal,'1-1,"11,233",Eric Tattersall,Isotopes Park,https://fbref.com/en/matches/97c7be4e/New-Mexico-United-San-Diego-Loyal-April-15-2023-USL-Championship,1,1,97c7be4e
73_2023,Regular Season,2023-04-15,19:00,Memphis 901,LV Lights FC,'2-2,"3,734",Adam Kilpatrick,AutoZone Park,https://fbref.com/en/matches/2090302a/Memphis-901-Las-Vegas-Lights-FC-April-15-2023-USL-Championship,2,2,2090302a
73_2023,Regular Season,2023-04-15,19:00,Orange County,Indy Eleven,'1-0,"3,977",Ricardo Fierro,Orange Country Great Park Championship S...,https://fbref.com/en/matches/1d17cc17/Orange-County-SC-Indy-Eleven-April-15-2023-USL-Championship,1,0,1d17cc17
73_2023,Regular Season,2023-04-15,19:30,Phx Rising,Monterey Bay,'1-1,"6,039",Katja Koroleva,Wild Horse Pass Stadium,https://fbref.com/en/matches/f4723dc6/Phoenix-Rising-Monterey-Bay-April-15-2023-USL-Championship,1,1,f4723dc6
73_2023,Regular Season,2023-04-15,20:00,Sac Republic,CS Switchbacks,'4-0,"8,916",Thomas Snyder,Heart Health Park,https://fbref.com/en/matches/b836e8fe/Sacramento-Republic-Colorado-Springs-Switchbacks-April-15-2023-USL-Championship,4,0,b836e8fe
73_2023,Regular Season,2023-04-22,19:00,Indy Eleven,Monterey Bay,'2-3,"10,038",Greg Dopka,Michael A. Carroll Stadium,https://fbref.com/en/matches/22fa986e/Indy-Eleven-Monterey-Bay-April-22-2023-USL-Championship,2,3,22fa986e
73_2023,Regular Season,2023-04-22,19:30,Charleston,Louisville City,'0-0,"2,674",Calin Radosav,Patriots Point Soccer Complex,https://fbref.com/en/matches/c8b31db8/Charleston-Battery-Louisville-City-April-22-2023-USL-Championship,0,0,c8b31db8
73_2023,Regular Season,2023-04-23,15:00,Loyal,TB Rowdies,'1-0,"4,814",Alexis Da Silva,Torero Stadium,https://fbref.com/en/matches/b7730e26/San-Diego-Loyal-Tampa-Bay-Rowdies-April-23-2023-USL-Championship,1,0,b7730e26
73_2023,Regular Season,2023-04-23,16:00,Loudoun United,Roots,'2-0,"2,061",Cristian Campo Hernández,Segra Field,https://fbref.com/en/matches/0f0fd47b/Loudoun-United-Oakland-Roots-April-23-2023-USL-Championship,2,0,0f0fd47b
73_2023,Regular Season,2023-04-23,16:00,Miami FC,LV Lights FC,'4-1,"1,713",Olvin Oliva,Riccardo Silva Stadium,https://fbref.com/en/matches/04886e34/Miami-FC-Las-Vegas-Lights-FC-April-23-2023-USL-Championship,4,1,04886e34
73_2023,Regular Season,2023-04-22,18:00,CS Switchbacks,New Mexico Utd,'2-1,"7,820",Joshua Encarnacion,Weidner Field,https://fbref.com/en/matches/295d6ce7/Colorado-Springs-Switchbacks-New-Mexico-United-April-22-2023-USL-Championship,2,1,295d6ce7
73_2023,Regular Season,2023-04-22,19:00,RGV Toros,Memphis 901,'0-3,"6,162",Gerald Flores,H-E-B Park,https://fbref.com/en/matches/e61a0b8e/RGV-FC-Toros-Memphis-901-April-22-2023-USL-Championship,0,3,e61a0b8e
73_2023,Regular Season,2023-04-22,19:00,Sac Republic,Detroit City,'1-0,,Jeremy Scheer,Heart Health Park,https://fbref.com/en/matches/a08d86ea/Sacramento-Republic-Detroit-City-April-22-2023-USL-Championship,1,0,a08d86ea
73_2023,Regular Season,2023-04-22,19:00,Orange County,B'ham Legion,'1-2,"4,114",Elvis Osmanovic,Orange Country Great Park Championship S...,https://fbref.com/en/matches/84a6fa1e/Orange-County-SC-Birmingham-Legion-April-22-2023-USL-Championship,1,2,84a6fa1e
73_2023,Regular Season,2023-04-22,19:30,San Antonio FC,Phx Rising,'1-1,"7,585",Sergii Demianchuk,Toyota Field,https://fbref.com/en/matches/0fd6b467/San-Antonio-FC-Phoenix-Rising-April-22-2023-USL-Championship,1,1,0fd6b467
73_2023,Regular Season,2023-04-22,20:30,El Paso,Pittsburgh,'2-0,"6,716",Malik Badawi,Southwest University Park,https://fbref.com/en/matches/9279dc3f/El-Paso-Locomotive-Pittsburgh-Riverhounds-April-22-2023-USL-Championship,2,0,9279dc3f
73_2023,Regular Season,2023-04-29,16:00,Detroit City,TB Rowdies,'0-1,"4,840",Calin Radosav,Keyworth Stadium,https://fbref.com/en/matches/d4a2f634/Detroit-City-Tampa-Bay-Rowdies-April-29-2023-USL-Championship,0,1,d4a2f634
73_2023,Regular Season,2023-04-29,17:00,FC Tulsa,Sac Republic,'1-1,"5,004",Elvis Osmanovic,ONEOK Field,https://fbref.com/en/matches/78f854a3/FC-Tulsa-Sacramento-Republic-April-29-2023-USL-Championship,1,1,78f854a3
73_2023,Regular Season,2023-04-29,19:00,Indy Eleven,Pittsburgh,'1-1,"10,009",Jeremy Scheer,Michael A. Carroll Stadium,https://fbref.com/en/matches/eacaee03/Indy-Eleven-Pittsburgh-Riverhounds-April-29-2023-USL-Championship,1,1,eacaee03
73_2023,Regular Season,2023-04-29,19:30,Charleston,CS Switchbacks,'1-2,"3,062",John Griggs,Patriots Point Soccer Complex,https://fbref.com/en/matches/e89659f5/Charleston-Battery-Colorado-Springs-Switchbacks-April-29-2023-USL-Championship,1,2,e89659f5
73_2023,Regular Season,2023-04-30,16:00,B'ham Legion,Hartford Athletic,'3-2,"4,813",Greg Dopka,Protective Stadium,https://fbref.com/en/matches/7fc6a9cd/Birmingham-Legion-Hartford-Athletic-April-30-2023-USL-Championship,3,2,7fc6a9cd
73_2023,Regular Season,2023-04-29,19:00,Roots,Miami FC,'0-0,"4,540",Ricardo Fierro,Pioneer Stadium,https://fbref.com/en/matches/e683f663/Oakland-Roots-Miami-FC-April-29-2023-USL-Championship,0,0,e683f663
73_2023,Regular Season,2023-04-29,19:00,Monterey Bay,RGV Toros,'0-0,,Alexis Da Silva,Cardinale Stadium,https://fbref.com/en/matches/a65a0ec3/Monterey-Bay-RGV-FC-Toros-April-29-2023-USL-Championship,0,0,a65a0ec3
73_2023,Regular Season,2023-04-29,19:00,Memphis 901,Louisville City,'1-1,"3,644",Matthew Thompson,AutoZone Park,https://fbref.com/en/matches/aabd1d7e/Memphis-901-Louisville-City-April-29-2023-USL-Championship,1,1,aabd1d7e
73_2023,Regular Season,2023-04-29,19:00,Loyal,El Paso,'1-2,"4,414",Katja Koroleva,Torero Stadium,https://fbref.com/en/matches/61363014/San-Diego-Loyal-El-Paso-Locomotive-April-29-2023-USL-Championship,1,2,61363014
73_2023,Regular Season,2023-04-29,19:00,New Mexico Utd,Orange County,'3-1,"10,048",Serhiy Boyko,Isotopes Park,https://fbref.com/en/matches/def3c264/New-Mexico-United-Orange-County-SC-April-29-2023-USL-Championship,3,1,def3c264
73_2023,Regular Season,2023-04-29,19:30,San Antonio FC,LV Lights FC,'1-1,"7,526",Elijio Arreguin,Toyota Field,https://fbref.com/en/matches/e5611b61/San-Antonio-FC-Las-Vegas-Lights-FC-April-29-2023-USL-Championship,1,1,e5611b61
73_2023,Regular Season,2023-04-29,19:30,Phx Rising,Loudoun United,'3-1,"7,334",Olvin Oliva,Wild Horse Pass Stadium,https://fbref.com/en/matches/f6a243d4/Phoenix-Rising-Loudoun-United-April-29-2023-USL-Championship,3,1,f6a243d4
73_2023,Regular Season,2023-05-03,19:00,Miami FC,B'ham Legion,'3-1,"1,070",Sergii Demianchuk,Riccardo Silva Stadium,https://fbref.com/en/matches/13c3a125/Miami-FC-Birmingham-Legion-May-3-2023-USL-Championship,3,1,13c3a125
73_2023,Regular Season,2023-05-06,18:30,B'ham Legion,Roots,'1-4,"4,186",Serhiy Boyko,Protective Stadium,https://fbref.com/en/matches/d4a06fcc/Birmingham-Legion-Oakland-Roots-May-6-2023-USL-Championship,1,4,d4a06fcc
73_2023,Regular Season,2023-05-05,19:00,Monterey Bay,Pittsburgh,'2-2,"3,716",Corbyn May,Cardinale Stadium,https://fbref.com/en/matches/bee61c13/Monterey-Bay-Pittsburgh-Riverhounds-May-5-2023-USL-Championship,2,2,bee61c13
73_2023,Regular Season,2023-05-05,19:00,RGV Toros,New Mexico Utd,'2-2,"5,979",Greg Dopka,H-E-B Park,https://fbref.com/en/matches/0d3fd77d/RGV-FC-Toros-New-Mexico-United-May-5-2023-USL-Championship,2,2,0d3fd77d
73_2023,Regular Season,2023-05-06,19:00,Hartford Athletic,Memphis 901,'0-2,"5,500",Abdou Ndiaye,Trinity Health Stadium,https://fbref.com/en/matches/8c6e79a1/Hartford-Athletic-Memphis-901-May-6-2023-USL-Championship,0,2,8c6e79a1
73_2023,Regular Season,2023-05-06,19:00,Loudoun United,Indy Eleven,'1-2,"2,214",Danielle Chesky,Segra Field,https://fbref.com/en/matches/09be72dc/Loudoun-United-Indy-Eleven-May-6-2023-USL-Championship,1,2,09be72dc
73_2023,Regular Season,2023-05-05,19:00,CS Switchbacks,El Paso,'2-3,"8,023",Elvis Osmanovic,Weidner Field,https://fbref.com/en/matches/60fa44d5/Colorado-Springs-Switchbacks-El-Paso-Locomotive-May-5-2023-USL-Championship,2,3,60fa44d5
73_2023,Regular Season,2023-05-06,19:30,TB Rowdies,Phx Rising,'2-0,"5,000",Elton Garcia,Al Lang Stadium,https://fbref.com/en/matches/bd19cced/Tampa-Bay-Rowdies-Phoenix-Rising-May-6-2023-USL-Championship,2,0,bd19cced
73_2023,Regular Season,2023-05-06,19:30,Detroit City,FC Tulsa,'1-1,"5,138",Eric Tattersall,Keyworth Stadium,https://fbref.com/en/matches/192efdb5/Detroit-City-FC-Tulsa-May-6-2023-USL-Championship,1,1,192efdb5
73_2023,Regular Season,2023-05-05,19:30,LV Lights FC,Charleston,'0-1,,Malik Badawi,Cashman Field,https://fbref.com/en/matches/82ef195e/Las-Vegas-Lights-FC-Charleston-Battery-May-5-2023-USL-Championship,0,1,82ef195e
73_2023,Regular Season,2023-05-07,15:00,LV Lights FC,San Antonio FC,'1-2,,John Griggs,Cashman Field,https://fbref.com/en/matches/e9706d0c/Las-Vegas-Lights-FC-San-Antonio-FC-May-7-2023-USL-Championship,1,2,e9706d0c
73_2023,Regular Season,2023-05-06,19:00,Orange County,Loyal,'1-2,"4,616",Elijio Arreguin,Orange Country Great Park Championship S...,https://fbref.com/en/matches/4f9cbb1a/Orange-County-SC-San-Diego-Loyal-May-6-2023-USL-Championship,1,2,4f9cbb1a
73_2023,Regular Season,2023-05-13,19:00,Louisville City,Miami FC,'3-1,"11,279",Elijio Arreguin,Lynn Family Stadium,https://fbref.com/en/matches/5729afb8/Louisville-City-Miami-FC-May-13-2023-USL-Championship,3,1,5729afb8
73_2023,Regular Season,2023-05-13,19:00,Pittsburgh,B'ham Legion,'2-1,"5,123",Adam Kilpatrick,Highmark Stadium,https://fbref.com/en/matches/c974347e/Pittsburgh-Riverhounds-Birmingham-Legion-May-13-2023-USL-Championship,2,1,c974347e
73_2023,Regular Season,2023-05-13,19:30,TB Rowdies,Detroit City,'5-1,"5,239",Nabil Bensalah,Al Lang Stadium,https://fbref.com/en/matches/40b919b3/Tampa-Bay-Rowdies-Detroit-City-May-13-2023-USL-Championship,5,1,40b919b3
73_2023,Regular Season,2023-05-13,19:30,Charleston,San Antonio FC,'0-7,"3,053",Eric Tattersall,Patriots Point Soccer Complex,https://fbref.com/en/matches/3b60cee0/Charleston-Battery-San-Antonio-FC-May-13-2023-USL-Championship,0,7,3b60cee0
73_2023,Regular Season,2023-05-13,19:00,Memphis 901,CS Switchbacks,'2-1,"3,450",Ben Meyer,AutoZone Park,https://fbref.com/en/matches/5b8e5ab7/Memphis-901-Colorado-Springs-Switchbacks-May-13-2023-USL-Championship,2,1,5b8e5ab7
