team_name,player_url,player_id,match_id,player,lineup_status,nationality,position,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,fouls,fouled,offsides,crosses,tackles_won,interceptions,own_goals,pens_won,penalties_conceded,primary_position,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct
Louisville City,https://fbref.com/en/players/6b9ad55a/Luke-Spencer,6b9ad55a,f7d38c2d,Luke Spencer,Starter,USA,FW,26-341,71,0,1,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,FW,0.0,0.0,0.0,0.0
Louisville City,https://fbref.com/en/players/7eadfdd6/Cameron-Lancaster,7eadfdd6,f7d38c2d,Cameron Lancaster,Sub,ENG,FW,24-364,49,0,0,0,0,1,0,0,0,1,1,2,0,0,0,0,0,0,FW,0.0,0.0,0.0,0.0
Louisville City,https://fbref.com/en/players/36a38acd/Mark-Anthony-Kaye,36a38acd,f7d38c2d,Mark Anthony Kaye,Starter,CAN,AM,22-337,62,0,0,0,0,0,0,0,0,1,1,0,3,0,2,0,0,0,AM,0.0,0.0,0.0,0.0
Louisville City,https://fbref.com/en/players/8d653c47/Richard-Ballard,8d653c47,f7d38c2d,Richard Ballard,Sub,USA,MF,23-282,58,0,0,0,0,3,2,0,0,0,1,1,1,0,0,0,0,0,MF,0.0,0.0,0.0,0.0
Louisville City,https://fbref.com/en/players/3774549a/Brian-Ownby,3774549a,f7d38c2d,Brian Ownby,Starter,USA,AM,27-111,86,1,0,0,0,5,2,0,0,2,1,0,5,0,0,0,0,0,AM,0.0,0.0,0.0,0.0
Louisville City,https://fbref.com/en/players/0249340a/George-Davis-IV,0249340a,f7d38c2d,George Davis IV,Sub,USA,"FW,MF",30-091,34,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,FW,0.0,0.0,0.0,0.0
Louisville City,https://fbref.com/en/players/df5ee3d0/Oscar-Jimenez,df5ee3d0,f7d38c2d,Oscar Jimenez,Starter,USA,DM,28-001,120,0,0,0,0,1,1,0,0,0,0,0,4,0,1,0,0,0,DM,0.0,0.0,0.0,0.0
Louisville City,https://fbref.com/en/players/53974fd2/Devon-Williams,53974fd2,f7d38c2d,Devon Williams,Starter,JAM,DM,25-210,120,0,0,0,0,2,1,0,0,1,2,0,0,0,1,0,0,0,DM,0.0,0.0,0.0,0.0
Louisville City,https://fbref.com/en/players/009355ab/Paolo-DelPiccolo,009355ab,f7d38c2d,Paolo DelPiccolo,Starter,USA,DM,26-160,120,0,0,0,0,1,0,0,0,7,2,0,7,0,1,0,0,0,DM,0.0,0.0,0.0,0.0
Louisville City,https://fbref.com/en/players/9e6b2ec3/Kyle-Smith,9e6b2ec3,f7d38c2d,Kyle Smith,Starter,USA,DM,25-299,120,0,0,0,0,1,1,0,0,0,0,0,5,0,3,0,0,0,DM,0.0,0.0,0.0,0.0
Louisville City,https://fbref.com/en/players/f440649e/Paco-Craig,f440649e,f7d38c2d,Paco Craig,Starter,ENG,CB,25-016,120,0,0,0,0,2,1,1,0,3,1,0,1,0,6,0,0,0,CB,0.0,0.0,0.0,0.0
Louisville City,https://fbref.com/en/players/6136d617/Sean-Totsch,6136d617,f7d38c2d,Sean Totsch,Starter,USA,CB,26-049,120,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,CB,0.0,0.0,0.0,0.0
Louisville City,https://fbref.com/en/players/ce5120dd/Tarek-Morad,ce5120dd,f7d38c2d,Tarek Morad,Starter,USA,CB,25-075,120,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,CB,0.0,0.0,0.0,0.0
