team_name,player_url,player_id,match_id,player,lineup_status,nationality,position,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,fouls,fouled,offsides,crosses,tackles_won,interceptions,own_goals,pens_won,penalties_conceded,primary_position,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct
Swope Park,https://fbref.com/en/players/3a7bec1b/Tyler-Pasher,3a7bec1b,b22acc66,Tyler Pasher,Starter,CAN,FW,23-184,65,0,0,0,0,3,1,0,0,1,1,1,1,0,1,0,0,0,FW,0.0,0.0,0.0,0.0
Swope Park,https://fbref.com/en/players/c9f1ab31/Nansel-Selbol,c9f1ab31,b22acc66,Nansel Selbol,Sub,NGA,MF,20-150,25,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,MF,0.0,0.0,0.0,0.0
Swope Park,https://fbref.com/en/players/dd4ddd03/Lebogang-Moloto,dd4ddd03,b22acc66,Lebogang Moloto,Starter,RSA,FW,27-160,90,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,FW,0.0,0.0,0.0,0.0
Swope Park,https://fbref.com/en/players/a25e9c54/Kharlton-Belmar,a25e9c54,b22acc66,Kharlton Belmar,Starter,GRN,FW,24-331,90,1,0,0,0,3,2,0,0,2,4,0,3,0,0,0,0,0,FW,0.0,0.0,0.0,0.0
Swope Park,https://fbref.com/en/players/7a34ab4c/Christian-Duke,7a34ab4c,b22acc66,Christian Duke,Starter,USA,CM,26-145,90,0,0,0,0,1,0,0,0,2,1,0,0,0,3,0,0,0,CM,0.0,0.0,0.0,0.0
Swope Park,https://fbref.com/en/players/e176052e/James-Musa,e176052e,b22acc66,James Musa,Starter,NZL,CM,25-210,90,0,0,0,0,1,0,0,0,1,0,0,0,0,6,0,0,0,CM,0.0,0.0,0.0,0.0
Swope Park,https://fbref.com/en/players/31a4d0b8/Felipe-Hernandez,31a4d0b8,b22acc66,Felipe Hernandez,Starter,USA,CM,19-142,83,0,0,0,0,0,0,0,0,1,1,0,4,0,1,0,0,0,CM,0.0,0.0,0.0,0.0
Swope Park,https://fbref.com/en/players/599cabcc/Wan-Kuzain,599cabcc,b22acc66,Wan Kuzain,Sub,MAS,MF,19-044,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,MF,0.0,0.0,0.0,0.0
Swope Park,https://fbref.com/en/players/8610d56a/Parker-Maher,8610d56a,b22acc66,Parker Maher,Starter,USA,LB,24-108,90,0,0,0,0,0,0,1,0,1,0,1,2,0,3,0,0,0,LB,0.0,0.0,0.0,0.0
Swope Park,https://fbref.com/en/players/66711b29/Dakota-Barnathan,66711b29,b22acc66,Dakota Barnathan,Starter,USA,CB,22-353,90,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,CB,0.0,0.0,0.0,0.0
Swope Park,https://fbref.com/en/players/87fcf32d/Amer-Didic,87fcf32d,b22acc66,Amer Didic,Starter,CAN,CB,22-304,90,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,CB,0.0,0.0,0.0,0.0
Swope Park,https://fbref.com/en/players/4e5c1465/Colton-Storm,4e5c1465,b22acc66,Colton Storm,Starter,USA,RB,23-114,90,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,RB,0.0,0.0,0.0,0.0
Swope Park,https://fbref.com/en/players/d52cd2a0/Adrian-Zendejas,d52cd2a0,b22acc66,Adrian Zendejas,Starter,MEX,GK,22-059,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GK,4.0,0.0,4.0,100.0
Sac Republic,https://fbref.com/en/players/6e5b5231/Sammy-Ochoa,6e5b5231,b22acc66,Sammy Ochoa,Starter,USA,FW,31-054,90,0,0,0,0,2,1,1,0,3,1,0,1,0,0,0,0,0,FW,0.0,0.0,0.0,0.0
Sac Republic,https://fbref.com/en/players/199cc2a4/Wilson-Kneeshaw,199cc2a4,b22acc66,Wilson Kneeshaw,Starter,ENG,FW,23-164,76,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,FW,0.0,0.0,0.0,0.0
Sac Republic,https://fbref.com/en/players/88d1926e/Tyler-Blackwood,88d1926e,b22acc66,Tyler Blackwood,Sub,ENG,"FW,MF",26-096,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FW,0.0,0.0,0.0,0.0
Sac Republic,https://fbref.com/en/players/d0f69d48/Villyan-Bijev,d0f69d48,b22acc66,Villyan Bijev,Starter,BUL,AM,24-298,90,0,0,0,0,4,3,0,0,1,1,1,0,0,0,0,0,0,AM,0.0,0.0,0.0,0.0
Sac Republic,https://fbref.com/en/players/bcf50289/Luis-Espino,bcf50289,b22acc66,Luis Espino,Starter,MEX,DM,20-297,54,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,DM,0.0,0.0,0.0,0.0
Sac Republic,https://fbref.com/en/players/7115b0af/Peter-McGlynn,7115b0af,b22acc66,Peter McGlynn,Sub,IRL,DF,28-179,36,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,DF,0.0,0.0,0.0,0.0
Sac Republic,https://fbref.com/en/players/21cdf4a8/Jeremy-Hall,21cdf4a8,b22acc66,Jeremy Hall,Starter,PUR,DM,29-047,90,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,DM,0.0,0.0,0.0,0.0
Sac Republic,https://fbref.com/en/players/41e6b5ee/Agustin-Cazarez,41e6b5ee,b22acc66,Agustin Cazarez,Starter,USA,DM,27-328,83,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,DM,0.0,0.0,0.0,0.0
Sac Republic,https://fbref.com/en/players/b599d5fa/Lamin-Suma,b599d5fa,b22acc66,Lamin Suma,Sub,SLE,MF,26-106,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MF,0.0,0.0,0.0,0.0
Sac Republic,https://fbref.com/en/players/7c2ed1a4/James-Kiffe,7c2ed1a4,b22acc66,James Kiffe,Starter,USA,LB,28-277,90,0,0,0,0,0,0,1,0,1,1,0,11,0,0,0,0,0,LB,0.0,0.0,0.0,0.0
Sac Republic,https://fbref.com/en/players/16ad78a4/Chris-Christian,16ad78a4,b22acc66,Chris Christian,Starter,USA,CB,28-215,90,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,CB,0.0,0.0,0.0,0.0
Sac Republic,https://fbref.com/en/players/2d1a053d/Emrah-Klimenta,2d1a053d,b22acc66,Emrah Klimenta,Starter,MNE,CB,26-257,90,0,0,0,0,1,0,0,0,1,2,0,1,0,2,0,0,0,CB,0.0,0.0,0.0,0.0
Sac Republic,https://fbref.com/en/players/ebb13466/Elliott-Hord,ebb13466,b22acc66,Elliott Hord,Starter,USA,RB,26-076,90,0,0,0,0,0,0,0,0,1,2,0,5,0,1,0,0,0,RB,0.0,0.0,0.0,0.0
Sac Republic,https://fbref.com/en/players/c5b05c08/Evan-Newton,c5b05c08,b22acc66,Evan Newton,Starter,USA,GK,29-210,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GK,4.0,1.0,3.0,75.0
TB Rowdies,https://fbref.com/en/players/fd531ced/Sebastian-Guenzatti,fd531ced,13699cd1,Sebastian Guenzatti,Starter,URU,FW,26-112,120,0,0,0,0,4,2,1,0,7,3,4,0,0,1,0,0,0,FW,0.0,0.0,0.0,0.0
TB Rowdies,https://fbref.com/en/players/305d9fb5/Georgi-Hristov,305d9fb5,13699cd1,Georgi Hristov,Starter,BUL,AM,32-291,120,1,0,0,0,2,1,0,0,3,1,0,0,0,2,0,0,0,AM,0.0,0.0,0.0,0.0
TB Rowdies,https://fbref.com/en/players/2c2f117b/Joe-Cole,2c2f117b,13699cd1,Joe Cole,Starter,ENG,AM,35-354,95,0,0,0,0,1,1,1,0,2,1,0,1,0,2,0,0,0,AM,0.0,0.0,0.0,0.0
TB Rowdies,https://fbref.com/en/players/53daa1e9/Martin-Paterson,53daa1e9,13699cd1,Martin Paterson,Sub,NIR,FW,30-171,25,0,0,0,0,4,2,1,0,1,1,0,0,0,0,0,0,0,FW,0.0,0.0,0.0,0.0
