"team_name","player_url","player_id","match_id","player","lineup_status","nationality","position","age","minutes","goals","assists","pens_made","pens_att","shots","shots_on_target","cards_yellow","cards_red","fouls","fouled","offsides","crosses","tackles_won","interceptions","own_goals","pens_won","penalties_conceded","primary_position","gk_shots_on_target_against","gk_goals_against","gk_saves","gk_save_pct"
"Loudoun United","https://fbref.com/en/players/2484e983/Tommy-Williamson","2484e983","52a2ff3f","Tommy Williamson","Starter","USA","FW","24-023","90","0","0","0","0","2","0","0","0","0","0","0","0","1","0","0","0","0","FW",0.0,0.0,0.0,0.0
"Loudoun United","https://fbref.com/en/players/272c1aaf/Kalil-ElMedkhar","272c1aaf","52a2ff3f","Kalil ElMedkhar","Starter","USA","FW","23-283","77","0","0","0","0","2","0","1","0","2","1","0","2","1","0","0","0","0","FW",0.0,0.0,0.0,0.0
"Loudoun United","https://fbref.com/en/players/2acbf26d/Wesley-Leggett","2acbf26d","52a2ff3f","Wesley Leggett","Sub","USA","FW","22-073","13","0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","FW",0.0,0.0,0.0,0.0
"Loudoun United","https://fbref.com/en/players/e5b49f0e/Abdoul-Zanne","e5b49f0e","52a2ff3f","Abdoul Zanne","Starter","CIV","LM","20-099","90","0","0","0","0","1","1","0","0","1","2","1","6","4","0","0","0","0","LM",0.0,0.0,0.0,0.0
"Loudoun United","https://fbref.com/en/players/70a494c9/Aidan-Rocha","70a494c9","52a2ff3f","Aidan Rocha","Starter","USA","CM","22-154","90","0","0","0","0","0","0","0","0","0","5","0","0","1","0","0","0","0","CM",0.0,0.0,0.0,0.0
"Loudoun United","https://fbref.com/en/players/1f6ec0c5/Jeremy-Garay","1f6ec0c5","52a2ff3f","Jeremy Garay","Starter","SLV","CM","20-057","77","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","CM",0.0,0.0,0.0,0.0
"Loudoun United","https://fbref.com/en/players/a4692554/Juan-Ramirez","a4692554","52a2ff3f","Juan Ramirez","Sub","USA","MF","25-124","13","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","MF",0.0,0.0,0.0,0.0
"Loudoun United","https://fbref.com/en/players/02a9fccf/Panos-Armenakas","02a9fccf","52a2ff3f","Panos Armenakas","Starter","AUS","CM","24-296","54","0","0","0","0","0","0","0","0","2","1","0","1","1","0","0","0","0","CM",0.0,0.0,0.0,0.0
"Loudoun United","https://fbref.com/en/players/8344adf5/Jackson-Hopkins","8344adf5","52a2ff3f","Jackson Hopkins","Sub","USA","MF","18-331","36","0","0","0","0","0","0","0","0","1","2","0","3","1","0","0","0","0","MF",0.0,0.0,0.0,0.0
"Loudoun United","https://fbref.com/en/players/c09ddc5e/Koa-Santos","c09ddc5e","52a2ff3f","Koa Santos","Starter","USA","RM","23-249","90","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","RM",0.0,0.0,0.0,0.0
"Loudoun United","https://fbref.com/en/players/fa20d901/Yanis-Leerman","fa20d901","52a2ff3f","Yanis Leerman","Starter","FRA","CB","24-347","89","0","0","0","0","0","0","0","0","1","1","0","1","1","0","0","0","0","CB",0.0,0.0,0.0,0.0
"Loudoun United","https://fbref.com/en/players/42a76a47/Daniel-Chica","42a76a47","52a2ff3f","Daniel Chica","Sub","PAN","DF","21-099","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","DF",0.0,0.0,0.0,0.0
"Loudoun United","https://fbref.com/en/players/20bc347c/Bryce-Washington","20bc347c","52a2ff3f","Bryce Washington","Starter","USA","CB","24-258","90","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","CB",0.0,0.0,0.0,0.0
"Loudoun United","https://fbref.com/en/players/c3e24517/Hayden-Sargis","c3e24517","52a2ff3f","Hayden Sargis","Starter","USA","CB","21-026","45","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","CB",0.0,0.0,0.0,0.0
"Loudoun United","https://fbref.com/en/players/fb2e1102/Latif-Koanda","fb2e1102","52a2ff3f","Latif Koanda","Sub","CIV","MF","18-339","45","0","0","0","0","0","0","0","0","1","1","0","2","0","0","0","0","0","MF",0.0,0.0,0.0,0.0
"Loudoun United","https://fbref.com/en/players/965c1573/Dane-Jacomen","965c1573","52a2ff3f","Dane Jacomen","Starter","USA","GK","22-092","90","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","GK",2.0,1.0,1.0,50.0
"Pittsburgh","https://fbref.com/en/players/2f2c0ab1/Edward-Kizza","2f2c0ab1","52a2ff3f","Edward Kizza","Starter","UGA","FW","24-162","79","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","FW",0.0,0.0,0.0,0.0
"Pittsburgh","https://fbref.com/en/players/1f28cb11/Trevor-Zwetsloot","1f28cb11","52a2ff3f","Trevor Zwetsloot","Sub","NZL","MF","23-224","11","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","MF",0.0,0.0,0.0,0.0
"Pittsburgh","https://fbref.com/en/players/a493be2d/Danny-Griffin","a493be2d","52a2ff3f","Danny Griffin","Starter","USA","FW","24-318","90","0","0","0","0","1","0","0","0","1","2","0","0","1","1","0","0","0","FW",0.0,0.0,0.0,0.0
"Pittsburgh","https://fbref.com/en/players/d81add7a/Luke-Biasi","d81add7a","52a2ff3f","Luke Biasi","Starter","USA","LM","23-317","90","0","0","0","0","0","0","1","0","2","0","0","2","2","0","0","0","0","LM",0.0,0.0,0.0,0.0
"Pittsburgh","https://fbref.com/en/players/d57f7428/Langston-Blackstock","d57f7428","52a2ff3f","Langston Blackstock","Starter","USA","CM","23-066","57","0","0","0","0","0","0","0","0","1","1","0","1","1","1","0","0","0","CM",0.0,0.0,0.0,0.0
