team_name,player_url,player_id,match_id,player,lineup_status,nationality,position,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,fouls,fouled,offsides,crosses,tackles_wom,interceptions,own_goals,pens_won,penalties_conceded,primary_position,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct
Hartford Athletic,https://fbref.com/en/players/b5d794e4/Sadat-Anaku,b5d794e4,0c4e3680,Sadat Anaku,Sub,UGA,DF,25-092,34,0,0,0,0,1,0,1,0,2,0,1,0,0,0,0,0,0,DF,0.0,0.0,0.0,0.0
Hartford Athletic,https://fbref.com/en/players/adadda7e/Junior-Moreira,adadda7e,0c4e3680,Junior Moreira,Starter,GNB,CM,22-350,90,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,CM,0.0,0.0,0.0,0.0
Hartford Athletic,https://fbref.com/en/players/35429371/Beverly-Makangila,35429371,0c4e3680,Beverly Makangila,Starter,COD,CM,25-334,90,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,CM,0.0,0.0,0.0,0.0
Hartford Athletic,https://fbref.com/en/players/f0c89da5/Barry-Coffey,f0c89da5,0c4e3680,Barry Coffey,Starter,IRL,CM,24-349,77,0,0,0,0,1,1,0,0,1,1,0,2,0,1,0,0,0,CM,0.0,0.0,0.0,0.0
Hartford Athletic,https://fbref.com/en/players/8bb53746/Andres-Hernandez,8bb53746,0c4e3680,Andres Hernandez,Sub,SLV,FW,26-019,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FW,0.0,0.0,0.0,0.0
Hartford Athletic,https://fbref.com/en/players/1c2c030a/Matthew-Real,1c2c030a,0c4e3680,Matthew Real,Starter,USA,LB,26-244,90,0,0,0,0,0,0,0,0,2,0,0,9,0,0,0,0,0,LB,0.0,0.0,0.0,0.0
Hartford Athletic,https://fbref.com/en/players/0e338d9e/Britton-Fischer,0e338d9e,0c4e3680,Britton Fischer,Starter,USA,CB,22-014,90,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,CB,0.0,0.0,0.0,0.0
Hartford Athletic,https://fbref.com/en/players/c0423ac4/Jordan-Scarlett,c0423ac4,0c4e3680,Jordan Scarlett,Starter,JAM,CB,30-246,90,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,CB,0.0,0.0,0.0,0.0
Hartford Athletic,https://fbref.com/en/players/f4462455/Adrian-Diz-Pe,f4462455,0c4e3680,Adrian Diz Pe,Starter,CUB,CB,32-007,90,0,0,0,0,0,0,1,0,5,0,0,0,0,1,0,0,0,CB,0.0,0.0,0.0,0.0
Hartford Athletic,https://fbref.com/en/players/3a9911ce/Sebastian-Anderson,3a9911ce,0c4e3680,Sebastian Anderson,Starter,USA,RB,23-215,90,0,0,0,0,2,1,1,0,2,2,0,5,0,3,0,0,0,RB,0.0,0.0,0.0,0.0
Hartford Athletic,https://fbref.com/en/players/07666c75/Antony-Siaha,07666c75,0c4e3680,Antony Siaha,Starter,CMR,GK,27-318,90,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GK,2.0,0.0,2.0,100.0
