team_name,player_url,player_id,match_id,player,nationality,position,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,fouls,fouled,offsides,crosses,tackles_wom,interceptions,own_goals,pens_won,penalties_conceded,primary_position,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct
Rhode Island FC,https://fbref.com/en/players/655352d4/Albert-Dikwa,655352d4,9be09733,Albert Dikwa,CMR,FW,26-144,90,0,0,0,0,0,0,1,0,3,2,0,0,0,0,0,0,0,FW,0.0,0.0,0.0,0.0
Rhode Island FC,https://fbref.com/en/players/5be1df64/Noah-Fuson,5be1df64,9be09733,Noah Fuson,USA,AM,24-146,86,0,0,0,0,1,0,0,0,2,0,1,1,0,0,0,0,0,AM,0.0,0.0,0.0,0.0
Rhode Island FC,https://fbref.com/en/players/2c2fe2ad/Isaac-Angking,2c2fe2ad,9be09733,Isaac Angking,PUR,MF,24-122,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MF,0.0,0.0,0.0,0.0
Rhode Island FC,https://fbref.com/en/players/121ca823/Jack-Panayotou,121ca823,9be09733,Jack Panayotou,USA,AM,19-355,73,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,AM,0.0,0.0,0.0,0.0
Rhode Island FC,https://fbref.com/en/players/46c0b8fd/Conor-McGlynn,46c0b8fd,9be09733,Conor McGlynn,USA,"DF,MF",25-187,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DF,0.0,0.0,0.0,0.0
Rhode Island FC,https://fbref.com/en/players/d04dba18/JJ-Williams,d04dba18,9be09733,JJ Williams,USA,AM,26-142,73,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,AM,0.0,0.0,0.0,0.0
Rhode Island FC,https://fbref.com/en/players/0a4682a8/Mark-Doyle,0a4682a8,9be09733,Mark Doyle,IRL,"FW,MF",25-188,17,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,FW,0.0,0.0,0.0,0.0
Rhode Island FC,https://fbref.com/en/players/02019ede/Marc-Ybarra,02019ede,9be09733,Marc Ybarra,USA,DM,25-159,90,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,DM,0.0,0.0,0.0,0.0
Rhode Island FC,https://fbref.com/en/players/2ee31588/Clay-Holstad,2ee31588,9be09733,Clay Holstad,USA,DM,24-125,90,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,DM,0.0,0.0,0.0,0.0
Rhode Island FC,https://fbref.com/en/players/4f9c3df6/Gabriel-Alves,4f9c3df6,9be09733,Gabriel Alves,,LB,0,45,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,LB,0.0,0.0,0.0,0.0
Rhode Island FC,https://fbref.com/en/players/91b27c4b/Collin-Smith,91b27c4b,9be09733,Collin Smith,USA,DF,20-173,45,0,0,0,0,0,0,1,0,1,3,0,2,0,0,0,0,0,DF,0.0,0.0,0.0,0.0
Rhode Island FC,https://fbref.com/en/players/d085c340/Frank-Nodarse,d085c340,9be09733,Frank Nodarse,CUB,CB,23-171,90,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,CB,0.0,0.0,0.0,0.0
Rhode Island FC,https://fbref.com/en/players/01880958/Karifa-Yao,01880958,9be09733,Karifa Yao,CAN,CB,23-240,90,0,0,0,0,0,0,1,0,1,1,0,0,0,4,0,0,0,CB,0.0,0.0,0.0,0.0
Rhode Island FC,https://fbref.com/en/players/5ef1aaae/Stephen-Turnbull,5ef1aaae,9be09733,Stephen Turnbull,USA,RB,26-073,90,0,0,0,0,1,0,0,0,1,1,0,2,0,0,0,0,0,RB,0.0,0.0,0.0,0.0
Rhode Island FC,https://fbref.com/en/players/bfb15d99/Koke-Vegas,bfb15d99,9be09733,Koke Vegas,ESP,GK,28-241,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GK,3.0,0.0,3.0,100.0
Louisville City,https://fbref.com/en/players/ca0756aa/Wilson-Harris,ca0756aa,9be09733,Wilson Harris,USA,FW,24-179,72,0,0,0,0,3,1,0,0,0,0,3,2,0,0,0,0,0,FW,0.0,0.0,0.0,0.0
Louisville City,https://fbref.com/en/players/86626b82/Sam-Gleadle,86626b82,9be09733,Sam Gleadle,ENG,"DF,MF",28-066,18,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,DF,0.0,0.0,0.0,0.0
Louisville City,https://fbref.com/en/players/d8c0039e/Ray-Serrano,d8c0039e,9be09733,Ray Serrano,USA,FW,22-016,90,0,0,0,0,3,1,1,0,1,2,0,6,0,0,0,0,0,FW,0.0,0.0,0.0,0.0
