"team_name","player_url","player_id","match_id","player","lineup_status","nationality","position","age","minutes","goals","assists","pens_made","pens_att","shots","shots_on_target","cards_yellow","cards_red","fouls","fouled","offsides","crosses","tackles_won","interceptions","own_goals","pens_won","penalties_conceded","primary_position","gk_shots_on_target_against","gk_goals_against","gk_saves","gk_save_pct"
"Rochester","https://fbref.com/en/players/40715b67/Jochen-Graf","40715b67","d0c9254d","Jochen Graf","Starter","USA","FW","27-200","90","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","FW",0.0,0.0,0.0,0.0
"Rochester","https://fbref.com/en/players/a6914bea/Stefan-Defregger","a6914bea","d0c9254d","Stefan Defregger","Starter","USA","AM","24-123","74","0","0","0","0","0","0","0","0","0","2","0","2","2","1","0","0","0","AM",0.0,0.0,0.0,0.0
"Rochester","https://fbref.com/en/players/c67eaacc/Mike-Garzi","c67eaacc","d0c9254d","Mike Garzi","Sub","USA","MF","26-094","16","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","MF",0.0,0.0,0.0,0.0
"Rochester","https://fbref.com/en/players/023eb759/Brandon-Beresford","023eb759","d0c9254d","Brandon Beresford","Starter","GUY","AM","24-323","90","0","0","0","0","1","0","0","0","2","1","0","3","2","0","0","0","0","AM",0.0,0.0,0.0,0.0
"Rochester","https://fbref.com/en/players/51c5b260/Rayane-Boukemia","51c5b260","d0c9254d","Rayane Boukemia","Starter","FRA","AM","24-235","21","0","0","0","0","1","0","0","0","0","0","1","0","2","0","0","0","0","AM",0.0,0.0,0.0,0.0
"Rochester","https://fbref.com/en/players/27f8d894/Bradley-Kamdem","27f8d894","d0c9254d","Bradley Kamdem","Sub","FRA","DF","22-289","69","1","0","0","0","2","1","0","0","0","0","0","2","1","0","0","0","0","DF",0.0,0.0,0.0,0.0
"Rochester","https://fbref.com/en/players/74afdd74/Wal-Fall","74afdd74","d0c9254d","Wal Fall","Starter","GER","DM","24-268","90","0","0","0","0","2","0","0","0","1","4","0","1","4","3","0","0","0","DM",0.0,0.0,0.0,0.0
"Rochester","https://fbref.com/en/players/3de0d48c/Kenardo-Forbes","3de0d48c","d0c9254d","Kenardo Forbes","Starter","JAM","DM","29-019","74","0","1","0","0","1","0","0","0","0","2","0","2","0","2","0","0","0","DM",0.0,0.0,0.0,0.0
"Rochester","https://fbref.com/en/players/4f241c51/Todd-Pratzner","4f241c51","d0c9254d","Todd Pratzner","Sub","USA","DF","22-297","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","DF",0.0,0.0,0.0,0.0
"Rochester","https://fbref.com/en/players/3ae9a342/Ryan-James","3ae9a342","d0c9254d","Ryan James","Starter","CAN","LB","23-043","90","0","0","0","0","0","0","0","0","2","2","0","0","0","4","0","0","0","LB",0.0,0.0,0.0,0.0
