team_name,player_url,player_id,match_id,player,lineup_status,nationality,position,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,fouls,fouled,offsides,crosses,tackles_won,interceptions,own_goals,pens_won,penalties_conceded,primary_position,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct
Rochester,https://fbref.com/en/players/40715b67/Jochen-Graf,40715b67,94513e39,Jochen Graf,Starter,USA,FW,27-340,120,1,0,0,0,3,1,0,0,1,1,3,0,0,1,0,0,0,FW,0.0,0.0,0.0,0.0
Rochester,https://fbref.com/en/players/3de0d48c/Kenardo-Forbes,3de0d48c,94513e39,Kenardo Forbes,Starter,JAM,LM,29-159,120,0,1,0,0,3,1,0,0,0,2,0,8,0,0,0,0,0,LM,0.0,0.0,0.0,0.0
Rochester,https://fbref.com/en/players/3ae9a342/Ryan-James,3ae9a342,94513e39,Ryan James,Starter,CAN,CM,23-183,120,0,0,0,0,1,1,0,0,2,3,0,1,0,5,0,0,0,CM,0.0,0.0,0.0,0.0
Rochester,https://fbref.com/en/players/74afdd74/Wal-Fall,74afdd74,94513e39,Wal Fall,Starter,GER,CM,25-043,101,0,0,0,0,2,0,0,0,2,4,1,0,0,1,0,0,0,CM,0.0,0.0,0.0,0.0
Rochester,https://fbref.com/en/players/b75e5a21/Julian-Buscher,b75e5a21,94513e39,Julian Buscher,Sub,GER,"FW,MF",24-182,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,FW,0.0,0.0,0.0,0.0
Rochester,https://fbref.com/en/players/ffc2477f/Christiano-Francois,ffc2477f,94513e39,Christiano Francois,Starter,HAI,RM,24-096,111,0,0,0,0,1,0,1,0,1,1,2,15,0,1,0,0,0,RM,0.0,0.0,0.0,0.0
Rochester,https://fbref.com/en/players/a6914bea/Stefan-Defregger,a6914bea,94513e39,Stefan Defregger,Sub,USA,MF,24-263,9,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,MF,0.0,0.0,0.0,0.0
Rochester,https://fbref.com/en/players/80197e34/Raymond-Lee,80197e34,94513e39,Raymond Lee,Starter,USA,LB,24-178,120,0,1,0,0,0,0,0,0,2,1,0,7,0,1,0,0,0,LB,0.0,0.0,0.0,0.0
Rochester,https://fbref.com/en/players/6fd795a1/Ryan-Felix,6fd795a1,94513e39,Ryan Felix,Starter,USA,CB,24-122,79,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,0,0,CB,0.0,0.0,0.0,0.0
Rochester,https://fbref.com/en/players/a33b8cda/Sergio-Campbell,a33b8cda,94513e39,Sergio Campbell,Sub,JAM,DF,25-278,41,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,DF,0.0,0.0,0.0,0.0
Rochester,https://fbref.com/en/players/8f87602d/Joe-Farrell,8f87602d,94513e39,Joe Farrell,Starter,USA,CB,23-250,120,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,CB,0.0,0.0,0.0,0.0
Rochester,https://fbref.com/en/players/4f241c51/Todd-Pratzner,4f241c51,94513e39,Todd Pratzner,Starter,USA,CB,23-072,120,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,CB,0.0,0.0,0.0,0.0
Rochester,https://fbref.com/en/players/8f41af07/Jordan-Dover,8f41af07,94513e39,Jordan Dover,Starter,GUY,RB,22-311,120,0,0,0,0,1,1,1,0,1,2,0,4,0,1,0,0,0,RB,0.0,0.0,0.0,0.0
Rochester,https://fbref.com/en/players/ff070644/Tomas-Gomez,ff070644,94513e39,Tomas Gomez,Starter,USA,GK,24-154,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GK,1.0,1.0,0.0,0.0
Charlotte Ind'ence,https://fbref.com/en/players/876aa017/Caleb-Calvert,876aa017,94513e39,Caleb Calvert,Starter,USA,FW,20-364,89,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,FW,0.0,0.0,0.0,0.0
Charlotte Ind'ence,https://fbref.com/en/players/9e08ab4c/Lewis-Hilton,9e08ab4c,94513e39,Lewis Hilton,Sub,ENG,MF,23-364,31,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,MF,0.0,0.0,0.0,0.0
Charlotte Ind'ence,https://fbref.com/en/players/6c2f81dd/Alex-Martinez,6c2f81dd,94513e39,Alex Martinez,Starter,URU,AM,26-057,119,0,0,0,0,0,0,2,1,5,2,0,0,0,2,0,0,0,AM,0.0,0.0,0.0,0.0
Charlotte Ind'ence,https://fbref.com/en/players/e41bbc5d/Enzo-Martinez,e41bbc5d,94513e39,Enzo Martinez,Starter,URU,AM,27-022,120,1,0,0,0,3,1,0,0,3,2,1,2,0,1,0,0,0,AM,0.0,0.0,0.0,0.0
Charlotte Ind'ence,https://fbref.com/en/players/35c0ab55/Jorge-Herrera,35c0ab55,94513e39,Jorge Herrera,Starter,COL,AM,37-040,61,0,0,0,0,1,0,0,0,3,0,0,0,0,2,0,0,0,AM,0.0,0.0,0.0,0.0
Charlotte Ind'ence,https://fbref.com/en/players/0567962f/Jaime-Siaj,0567962f,94513e39,Jaime Siaj,Sub,JOR,FW,21-309,59,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,FW,0.0,0.0,0.0,0.0
Charlotte Ind'ence,https://fbref.com/en/players/4be8793f/Callum-Ross,4be8793f,94513e39,Callum Ross,Starter,ENG,DM,23-036,120,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,DM,0.0,0.0,0.0,0.0
Charlotte Ind'ence,https://fbref.com/en/players/41cf5355/Jun-Marques-Davidson,41cf5355,94513e39,Jun Marques Davidson,Starter,JPN,DM,34-136,120,0,0,0,0,0,0,1,0,3,0,0,0,0,1,0,0,0,DM,0.0,0.0,0.0,0.0
Charlotte Ind'ence,https://fbref.com/en/players/b7d8da4a/Austin-Yearwood,b7d8da4a,94513e39,Austin Yearwood,Starter,USA,LB,23-070,120,0,0,0,0,0,0,0,0,0,1,0,3,0,4,0,0,0,LB,0.0,0.0,0.0,0.0
Charlotte Ind'ence,https://fbref.com/en/players/c67b0b40/Henry-Kalungi,c67b0b40,94513e39,Henry Kalungi,Starter,UGA,CB,29-330,73,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,CB,0.0,0.0,0.0,0.0
Charlotte Ind'ence,https://fbref.com/en/players/d667f385/Ashani-Fairclough,d667f385,94513e39,Ashani Fairclough,Sub,JAM,"DF,MF",25-075,47,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,DF,0.0,0.0,0.0,0.0
Charlotte Ind'ence,https://fbref.com/en/players/fed47d55/Bilal-Duckett,fed47d55,94513e39,Bilal Duckett,Starter,USA,CB,28-285,120,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,CB,0.0,0.0,0.0,0.0
Charlotte Ind'ence,https://fbref.com/en/players/29a972e4/Joel-Johnson,29a972e4,94513e39,Joel Johnson,Starter,LBR,RB,25-031,120,0,0,0,0,0,0,0,0,2,1,0,1,0,2,0,0,0,RB,0.0,0.0,0.0,0.0
Charlotte Ind'ence,https://fbref.com/en/players/c210926a/Cody-Mizell,c210926a,94513e39,Cody Mizell,Starter,USA,GK,26-021,120,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,GK,5.0,2.0,3.0,60.0
Charleston,https://fbref.com/en/players/d961761c/Romario-Williams,d961761c,fdf5dd84,Romario Williams,Starter,JAM,FW,23-067,90,0,0,0,0,3,0,0,0,1,3,2,1,0,0,0,0,0,FW,0.0,0.0,0.0,0.0
Charleston,https://fbref.com/en/players/ff30c440/Jarad-van-Schaik,ff30c440,fdf5dd84,Jarad van Schaik,Starter,USA,AM,28-314,90,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,AM,0.0,0.0,0.0,0.0
Charleston,https://fbref.com/en/players/4491a4e0/Ataullah-Guerra,4491a4e0,fdf5dd84,Ataullah Guerra,Starter,TRI,AM,29-341,90,0,0,0,0,2,0,0,0,0,3,1,1,0,0,0,0,0,AM,0.0,0.0,0.0,0.0
Charleston,https://fbref.com/en/players/a0090b71/Kotaro-Higashi,a0090b71,fdf5dd84,Kotaro Higashi,Starter,JPN,AM,28-030,82,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,AM,0.0,0.0,0.0,0.0
Charleston,https://fbref.com/en/players/cb5a75b0/Ricky-Garbanzo,cb5a75b0,fdf5dd84,Ricky Garbanzo,Sub,USA,FW,25-056,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,FW,0.0,0.0,0.0,0.0
Charleston,https://fbref.com/en/players/b7aa9657/Justin-Portillo,b7aa9657,fdf5dd84,Justin Portillo,Starter,USA,DM,25-042,90,0,0,0,0,1,0,0,0,1,1,0,5,0,3,0,0,0,DM,0.0,0.0,0.0,0.0
Charleston,https://fbref.com/en/players/17b28ec7/Brian-Anunga,17b28ec7,fdf5dd84,Brian Anunga,Starter,CMR,DM,21-072,57,0,0,0,0,0,0,1,0,3,0,0,1,0,2,0,0,0,DM,0.0,0.0,0.0,0.0
Charleston,https://fbref.com/en/players/6d42e82a/Heviel-Cordoves,6d42e82a,fdf5dd84,Heviel Cordoves,Sub,CUB,FW,27-345,33,0,0,0,0,5,1,0,0,0,0,0,1,0,0,0,0,0,FW,0.0,0.0,0.0,0.0
Charleston,https://fbref.com/en/players/90d92421/OBrian-Woodbine,90d92421,fdf5dd84,OBrian Woodbine,Starter,JAM,LB,29-283,73,0,0,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,LB,0.0,0.0,0.0,0.0
Charleston,https://fbref.com/en/players/14df2f7a/Nico-Rittmeyer,14df2f7a,fdf5dd84,Nico Rittmeyer,Sub,GUA,MF,24-008,17,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,MF,0.0,0.0,0.0,0.0
Charleston,https://fbref.com/en/players/f4720161/Forrest-Lasso,f4720161,fdf5dd84,Forrest Lasso,Starter,USA,CB,24-163,90,0,0,0,0,0,0,0,0,1,2,0,0,0,3,0,0,0,CB,0.0,0.0,0.0,0.0
Charleston,https://fbref.com/en/players/311ac532/Taylor-Mueller,311ac532,fdf5dd84,Taylor Mueller,Starter,USA,CB,29-031,90,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,CB,0.0,0.0,0.0,0.0
Charleston,https://fbref.com/en/players/17cbbd59/Quinton-Griffith,17cbbd59,fdf5dd84,Quinton Griffith,Starter,ATG,RB,25-236,90,0,0,0,0,1,0,1,0,2,1,0,4,0,2,0,0,0,RB,0.0,0.0,0.0,0.0
Charleston,https://fbref.com/en/players/c3a3eb64/Odisnel-Cooper,c3a3eb64,fdf5dd84,Odisnel Cooper,Starter,CUB,GK,25-204,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GK,7.0,4.0,3.0,42.9
NY Red Bulls II,https://fbref.com/en/players/b0767366/Stefano-Bonomo,b0767366,fdf5dd84,Stefano Bonomo,Starter,USA,FW,24-269,89,1,0,0,0,2,2,0,0,1,3,0,1,0,0,0,0,0,FW,0.0,0.0,0.0,0.0
NY Red Bulls II,https://fbref.com/en/players/fe8393d2/Tim-Schmoll,fe8393d2,fdf5dd84,Tim Schmoll,Sub,USA,DF,24-241,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DF,0.0,0.0,0.0,0.0
NY Red Bulls II,https://fbref.com/en/players/ad454d78/Florian-Valot,ad454d78,fdf5dd84,Florian Valot,Starter,FRA,AM,24-251,90,1,0,0,0,4,3,0,0,1,0,0,2,0,0,0,0,0,AM,0.0,0.0,0.0,0.0
NY Red Bulls II,https://fbref.com/en/players/17f20851/Arun-Basuljevic,17f20851,fdf5dd84,Arun Basuljevic,Starter,USA,AM,21-308,82,0,1,0,0,2,0,0,0,2,3,0,4,0,0,0,0,0,AM,0.0,0.0,0.0,0.0
NY Red Bulls II,https://fbref.com/en/players/a3c6fd0e/Ben-Mines,a3c6fd0e,fdf5dd84,Ben Mines,Sub,USA,MF,17-161,8,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,MF,0.0,0.0,0.0,0.0
NY Red Bulls II,https://fbref.com/en/players/8aeab818/Junior-Flemmings,8aeab818,fdf5dd84,Junior Flemmings,Starter,JAM,AM,21-278,87,0,1,0,0,3,0,1,0,3,3,0,3,0,0,0,0,0,AM,0.0,0.0,0.0,0.0
NY Red Bulls II,https://fbref.com/en/players/ad68acb3/Zeiko-Lewis,ad68acb3,fdf5dd84,Zeiko Lewis,Sub,BER,"FW,MF",23-139,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,FW,0.0,0.0,0.0,0.0
NY Red Bulls II,https://fbref.com/en/players/2b7bf9a6/Andrew-Tinari,2b7bf9a6,fdf5dd84,Andrew Tinari,Starter,USA,DM,22-039,90,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,DM,0.0,0.0,0.0,0.0
NY Red Bulls II,https://fbref.com/en/players/cd99f700/Dan-Metzger,cd99f700,fdf5dd84,Dan Metzger,Starter,USA,DM,24-076,90,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,DM,0.0,0.0,0.0,0.0
NY Red Bulls II,https://fbref.com/en/players/ad459a23/Ethan-Kutler,ad459a23,fdf5dd84,Ethan Kutler,Starter,USA,LB,22-173,90,1,0,0,0,2,1,0,0,0,0,0,1,0,1,0,0,0,LB,0.0,0.0,0.0,0.0
NY Red Bulls II,https://fbref.com/en/players/c0423ac4/Jordan-Scarlett,c0423ac4,fdf5dd84,Jordan Scarlett,Starter,JAM,CB,22-105,90,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,CB,0.0,0.0,0.0,0.0
NY Red Bulls II,https://fbref.com/en/players/148f3d0f/Hassan-Ndam,148f3d0f,fdf5dd84,Hassan Ndam,Starter,CMR,CB,18-357,90,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,CB,0.0,0.0,0.0,0.0
NY Red Bulls II,https://fbref.com/en/players/af01dc5a/David-Najem,af01dc5a,fdf5dd84,David Najem,Starter,AFG,RB,25-148,90,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,RB,0.0,0.0,0.0,0.0
NY Red Bulls II,https://fbref.com/en/players/95c5f7c1/Evan-Louro,95c5f7c1,fdf5dd84,Evan Louro,Starter,USA,GK,21-275,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GK,1.0,0.0,1.0,100.0
TB Rowdies,https://fbref.com/en/players/fd531ced/Sebastian-Guenzatti,fd531ced,e5d88036,Sebastian Guenzatti,Starter,URU,FW,26-105,90,0,0,0,0,3,3,0,0,3,4,0,1,0,0,0,0,0,FW,0.0,0.0,0.0,0.0
TB Rowdies,https://fbref.com/en/players/305d9fb5/Georgi-Hristov,305d9fb5,e5d88036,Georgi Hristov,Starter,BUL,AM,32-284,73,1,1,0,0,1,1,1,0,2,0,0,0,0,2,0,0,0,AM,0.0,0.0,0.0,0.0
TB Rowdies,https://fbref.com/en/players/a010cc40/Darwin-Jones,a010cc40,e5d88036,Darwin Jones,Sub,USA,"FW,MF",25-200,17,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,FW,0.0,0.0,0.0,0.0
TB Rowdies,https://fbref.com/en/players/2c2f117b/Joe-Cole,2c2f117b,e5d88036,Joe Cole,Starter,ENG,AM,35-347,90,0,0,0,0,1,0,1,0,1,3,0,0,0,1,0,0,0,AM,0.0,0.0,0.0,0.0
TB Rowdies,https://fbref.com/en/players/7720f7b1/Walter-Restrepo,7720f7b1,e5d88036,Walter Restrepo,Starter,COL,AM,29-122,85,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,AM,0.0,0.0,0.0,0.0
TB Rowdies,https://fbref.com/en/players/0a77cc72/Michael-Nanchoff,0a77cc72,e5d88036,Michael Nanchoff,Sub,USA,MF,29-027,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,MF,0.0,0.0,0.0,0.0
TB Rowdies,https://fbref.com/en/players/11b349cf/Marcel-Schafer,11b349cf,e5d88036,Marcel Schafer,Starter,GER,DM,33-136,89,2,0,0,0,4,3,0,0,0,0,0,11,0,0,0,0,0,DM,0.0,0.0,0.0,0.0
TB Rowdies,https://fbref.com/en/players/af5e391d/Justin-Chavez,af5e391d,e5d88036,Justin Chavez,Sub,USA,"DF,MF",27-212,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DF,0.0,0.0,0.0,0.0
