"team_name","player_url","player_id","match_id","player","lineup_status","nationality","position","age","minutes","goals","assists","pens_made","pens_att","shots","shots_on_target","cards_yellow","cards_red","fouls","fouled","offsides","crosses","tackles_won","interceptions","own_goals","pens_won","penalties_conceded","primary_position","gk_shots_on_target_against","gk_goals_against","gk_saves","gk_save_pct"
"Louisville City","https://fbref.com/en/players/7eadfdd6/Cameron-Lancaster","7eadfdd6","4cd47256","Cameron Lancaster","Starter","ENG","FW","28-205","63","0","0","0","0","4","1","1","0","2","0","0","0","0","0","0","0","0","FW",0.0,0.0,0.0,0.0
"Louisville City","https://fbref.com/en/players/5c34d6fa/Kyle-Greig","5c34d6fa","4cd47256","Kyle Greig","Sub","USA","FW","31-096","27","0","0","0","0","3","1","0","0","0","0","0","2","0","0","0","0","0","FW",0.0,0.0,0.0,0.0
"Louisville City","https://fbref.com/en/players/4fbfe62d/Niall-McCabe","4fbfe62d","4cd47256","Niall McCabe","Starter","USA","AM","30-235","90","0","0","0","0","2","0","0","0","0","1","0","10","0","0","0","0","0","AM",0.0,0.0,0.0,0.0
"Louisville City","https://fbref.com/en/players/009355ab/Paolo-DelPiccolo","009355ab","4cd47256","Paolo DelPiccolo","Starter","USA","AM","30-001","90","0","0","0","0","3","0","1","0","5","0","0","0","1","0","0","0","0","AM",0.0,0.0,0.0,0.0
"Louisville City","https://fbref.com/en/players/91384553/Antoine-Hoppenot","91384553","4cd47256","Antoine Hoppenot","Starter","USA","AM","30-187","63","0","0","0","0","0","0","0","0","0","0","2","5","1","1","0","0","0","AM",0.0,0.0,0.0,0.0
"Louisville City","https://fbref.com/en/players/7dec9be6/Napo-Matsoso","7dec9be6","4cd47256","Napo Matsoso","Sub","LES","MF","27-002","27","0","0","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","MF",0.0,0.0,0.0,0.0
"Louisville City","https://fbref.com/en/players/3c850ce0/Tyler-Gibson","3c850ce0","4cd47256","Tyler Gibson","Starter","USA","DM","30-137","90","0","0","0","0","1","0","0","0","0","1","0","0","1","1","0","0","0","DM",0.0,0.0,0.0,0.0
"Louisville City","https://fbref.com/en/players/5c98c6ce/Corben-Bone","5c98c6ce","4cd47256","Corben Bone","Starter","USA","DM","32-255","73","1","0","0","0","2","2","0","0","0","0","0","2","0","1","0","0","0","DM",0.0,0.0,0.0,0.0
"Louisville City","https://fbref.com/en/players/0249340a/George-Davis-IV","0249340a","4cd47256","George Davis IV","Sub","USA","FW,MF","33-297","17","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","FW",0.0,0.0,0.0,0.0
"Louisville City","https://fbref.com/en/players/1c595d53/Akil-Watts","1c595d53","4cd47256","Akil Watts","Starter","USA","LB","21-114","90","0","0","0","0","2","0","0","0","2","0","0","3","0","1","0","0","0","LB",0.0,0.0,0.0,0.0
"Louisville City","https://fbref.com/en/players/65054630/Alexis-Souahy","65054630","4cd47256","Alexis Souahy","Starter","COM","CB","26-136","90","0","0","0","0","0","0","0","0","2","0","0","0","0","1","0","0","0","CB",0.0,0.0,0.0,0.0
"Louisville City","https://fbref.com/en/players/6136d617/Sean-Totsch","6136d617","4cd47256","Sean Totsch","Starter","USA","CB","29-255","90","0","0","0","0","0","0","0","0","2","1","0","0","2","1","0","0","0","CB",0.0,0.0,0.0,0.0
