team_name,player_url,player_id,match_id,player,lineup_status,nationality,position,age,minutes,goals,assists,pens_made,pens_att,shots,shots_on_target,cards_yellow,cards_red,fouls,fouled,offsides,crosses,tackles_wom,interceptions,own_goals,pens_won,penalties_conceded,primary_position,gk_shots_on_target_against,gk_goals_against,gk_saves,gk_save_pct
CS Switchbacks,https://fbref.com/en/players/13ef084f/Isaiah-Foster,13ef084f,c1af98ff,Isaiah Foster,Starter,USA,LB,22-214,90,0,0,0,0,2,0,0,0,1,0,0,5,0,2,0,0,0,LB,0.0,0.0,0.0,0.0
CS Switchbacks,https://fbref.com/en/players/1d5b332d/Talen-Maples,1d5b332d,c1af98ff,Talen Maples,Starter,USA,CB,27-114,90,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,CB,0.0,0.0,0.0,0.0
CS Switchbacks,https://fbref.com/en/players/658388b4/Matt-Mahoney,658388b4,c1af98ff,Matt Mahoney,Starter,USA,CB,30-331,90,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,CB,0.0,0.0,0.0,0.0
CS Switchbacks,https://fbref.com/en/players/8746d5d0/Patrick-Burner,8746d5d0,c1af98ff,Patrick Burner,Starter,MTQ,RB,29-337,87,0,0,0,0,1,0,0,0,1,1,0,3,0,2,0,0,0,RB,0.0,0.0,0.0,0.0
CS Switchbacks,https://fbref.com/en/players/3fb38040/Garven-Metusala,3fb38040,c1af98ff,Garven Metusala,Sub,HAI,DF,26-073,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DF,0.0,0.0,0.0,0.0
CS Switchbacks,https://fbref.com/en/players/32be86d0/Colin-Shutler,32be86d0,c1af98ff,Colin Shutler,Starter,USA,GK,27-224,90,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GK,2.0,2.0,0.0,0.0
LV Lights FC,https://fbref.com/en/players/ca885102/Johnny-Rodriguez,ca885102,c1af98ff,Johnny Rodriguez,Starter,USA,FW,27-274,90,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,FW,0.0,0.0,0.0,0.0
LV Lights FC,https://fbref.com/en/players/b56080ee/Handwalla-Bwana,b56080ee,c1af98ff,Handwalla Bwana,Starter,SOM,AM,28-262,66,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,AM,0.0,0.0,0.0,0.0
LV Lights FC,https://fbref.com/en/players/2203da5f/Nighte-Pickering,2203da5f,c1af98ff,Nighte Pickering,Sub,USA,FW,21-047,24,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,FW,0.0,0.0,0.0,0.0
LV Lights FC,https://fbref.com/en/players/f886ecdc/Abraham-Okyere,f886ecdc,c1af98ff,Abraham Okyere,Starter,GHA,AM,23-251,90,2,0,0,0,3,2,0,0,0,0,0,1,0,1,0,0,0,AM,0.0,0.0,0.0,0.0
LV Lights FC,https://fbref.com/en/players/8b680dae/Christian-Pinzon,8b680dae,c1af98ff,Christian Pinzon,Starter,MEX,AM,27-263,73,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,AM,0.0,0.0,0.0,0.0
LV Lights FC,https://fbref.com/en/players/83fdc123/Manuel-Arteaga,83fdc123,c1af98ff,Manuel Arteaga,Sub,VEN,FW,31-270,17,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,FW,0.0,0.0,0.0,0.0
LV Lights FC,https://fbref.com/en/players/a394aba3/Giorgio-Probo,a394aba3,c1af98ff,Giorgio Probo,Starter,ITA,DM,26-238,66,0,0,0,0,2,0,0,0,1,1,0,1,0,1,0,0,0,DM,0.0,0.0,0.0,0.0
LV Lights FC,https://fbref.com/en/players/4d63fb9c/Carson-Locker,4d63fb9c,c1af98ff,Carson Locker,Sub,USA,MF,18-157,24,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,MF,0.0,0.0,0.0,0.0
LV Lights FC,https://fbref.com/en/players/02019ede/Marc-Ybarra,02019ede,c1af98ff,Marc Ybarra,Starter,USA,DM,27-086,90,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,DM,0.0,0.0,0.0,0.0
LV Lights FC,https://fbref.com/en/players/b137ee51/Themi-Antonoglou,b137ee51,c1af98ff,Themi Antonoglou,Starter,CAN,LB,24-285,90,0,0,0,0,0,0,0,0,0,2,0,3,0,1,0,0,0,LB,0.0,0.0,0.0,0.0
LV Lights FC,https://fbref.com/en/players/b4bb58c4/Aaron-Guillen,b4bb58c4,c1af98ff,Aaron Guillen,Starter,USA,CB,32-264,90,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,CB,0.0,0.0,0.0,0.0
LV Lights FC,https://fbref.com/en/players/7d5c5dab/Elias-Gartig,7d5c5dab,c1af98ff,Elias Gartig,Starter,DEN,CB,23-143,73,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,CB,0.0,0.0,0.0,0.0
LV Lights FC,https://fbref.com/en/players/e2d3bec6/Benjamin-Ofeimu,e2d3bec6,c1af98ff,Benjamin Ofeimu,Sub,USA,DF,25-165,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,DF,0.0,0.0,0.0,0.0
LV Lights FC,https://fbref.com/en/players/923a6162/Shawn-Smart,923a6162,c1af98ff,Shawn Smart,Starter,USA,RB,22-018,66,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,RB,0.0,0.0,0.0,0.0
LV Lights FC,https://fbref.com/en/players/0ca423c9/Nykolas-Sessock,0ca423c9,c1af98ff,Nykolas Sessock,Sub,USA,DF,25-270,24,0,1,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,DF,0.0,0.0,0.0,0.0
LV Lights FC,https://fbref.com/en/players/f61e160d/Jared-Mazzola,f61e160d,c1af98ff,Jared Mazzola,Starter,USA,GK,27-049,90,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,GK,9.0,3.0,6.0,66.7
Loudoun United,https://fbref.com/en/players/7e1046fa/Thorleifur-Ulfarsson,7e1046fa,69fb96c1,Thorleifur Ulfarsson,Starter,ISL,FW,25-077,90,1,0,0,0,1,1,0,0,2,1,0,0,0,0,0,0,0,FW,0.0,0.0,0.0,0.0
Loudoun United,https://fbref.com/en/players/8941d9b2/Arquimides-Ordonez,8941d9b2,69fb96c1,Arquimides Ordonez,Starter,GUA,LW,22-221,90,0,0,0,0,3,0,1,0,4,0,0,0,0,0,0,0,0,LW,0.0,0.0,0.0,0.0
Loudoun United,https://fbref.com/en/players/121ca823/Jack-Panayotou,121ca823,69fb96c1,Jack Panayotou,Starter,USA,AM,21-282,63,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,AM,0.0,0.0,0.0,0.0
Loudoun United,https://fbref.com/en/players/a702cbf7/Richard-Aman,a702cbf7,69fb96c1,Richard Aman,Sub,USA,MF,21-363,27,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,MF,0.0,0.0,0.0,0.0
Loudoun United,https://fbref.com/en/players/dd619239/Andres-Souper,dd619239,69fb96c1,Andres Souper,Starter,CHI,AM,26-312,63,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,AM,0.0,0.0,0.0,0.0
Loudoun United,https://fbref.com/en/players/5c9d7781/Sean-Young,5c9d7781,69fb96c1,Sean Young,Sub,CAN,MF,24-328,27,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,MF,0.0,0.0,0.0,0.0
Loudoun United,https://fbref.com/en/players/789da0f2/Pedro-Santos,789da0f2,69fb96c1,Pedro Santos,Starter,POR,RW,37-326,18,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,RW,0.0,0.0,0.0,0.0
Loudoun United,https://fbref.com/en/players/163ffe1d/Luca-Piras,163ffe1d,69fb96c1,Luca Piras,Sub,ITA,DF,21-339,61,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,DF,0.0,0.0,0.0,0.0
Loudoun United,https://fbref.com/en/players/72072d80/Marcos-Dias,72072d80,69fb96c1,Marcos Dias,Sub,BRA,FW,24-104,11,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,FW,0.0,0.0,0.0,0.0
Loudoun United,https://fbref.com/en/players/52ffb493/James-Murphy,52ffb493,69fb96c1,James Murphy,Starter,USA,DM,28-178,79,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,DM,0.0,0.0,0.0,0.0
Loudoun United,https://fbref.com/en/players/836c317b/Elvis-Amoh,836c317b,69fb96c1,Elvis Amoh,Sub,GHA,"FW,MF",34-040,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FW,0.0,0.0,0.0,0.0
Loudoun United,https://fbref.com/en/players/0becbc9b/Kwame-Awuah,0becbc9b,69fb96c1,Kwame Awuah,Starter,CAN,LB,30-102,90,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,LB,0.0,0.0,0.0,0.0
Loudoun United,https://fbref.com/en/players/619349ee/Salvatore-Mazzaferro,619349ee,69fb96c1,Salvatore Mazzaferro,Starter,CAN,CB,24-154,90,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,CB,0.0,0.0,0.0,0.0
Loudoun United,https://fbref.com/en/players/8ed78284/Bolu-Akinyode,8ed78284,69fb96c1,Bolu Akinyode,Starter,NGA,CB,31-288,90,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,CB,0.0,0.0,0.0,0.0
Loudoun United,https://fbref.com/en/players/29237bc9/Noah-Adnan,29237bc9,69fb96c1,Noah Adnan,Starter,USA,RB,24-052,90,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,RB,0.0,0.0,0.0,0.0
Loudoun United,https://fbref.com/en/players/e01db842/Ethan-Bandre,e01db842,69fb96c1,Ethan Bandre,Starter,USA,GK,27-181,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GK,7.0,3.0,5.0,71.4
Pittsburgh,https://fbref.com/en/players/655352d4/Albert-Dikwa,655352d4,69fb96c1,Albert Dikwa,Starter,CMR,FW,28-071,77,1,1,1,1,4,2,0,0,2,2,0,0,0,0,0,0,0,FW,0.0,0.0,0.0,0.0
Pittsburgh,https://fbref.com/en/players/5408da1d/Trevor-Amann,5408da1d,69fb96c1,Trevor Amann,Sub,USA,FW,27-315,13,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,FW,0.0,0.0,0.0,0.0
Pittsburgh,https://fbref.com/en/players/0bf55009/Charles-Ahl,0bf55009,69fb96c1,Charles Ahl,Starter,USA,AM,24-072,90,0,1,0,0,1,1,1,0,0,2,0,4,0,0,0,0,0,AM,0.0,0.0,0.0,0.0
Pittsburgh,https://fbref.com/en/players/ea05efd5/Bradley-Sample,ea05efd5,69fb96c1,Bradley Sample,Starter,USA,AM,25-122,77,1,0,0,0,2,1,0,0,0,2,0,1,0,1,0,0,0,AM,0.0,0.0,0.0,0.0
Pittsburgh,https://fbref.com/en/players/7d78e0f3/Robbie-Mertz,7d78e0f3,69fb96c1,Robbie Mertz,Sub,USA,MF,29-100,13,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,MF,0.0,0.0,0.0,0.0
Pittsburgh,https://fbref.com/en/players/5dbf1896/Max-Viera,5dbf1896,69fb96c1,Max Viera,Starter,USA,DM,21-188,77,0,0,0,0,1,1,0,0,3,1,1,1,0,0,0,0,0,DM,0.0,0.0,0.0,0.0
Pittsburgh,https://fbref.com/en/players/54f58f49/Junior-Etou,54f58f49,69fb96c1,Junior Etou,Sub,CGO,"DF,MF",31-286,13,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,DF,0.0,0.0,0.0,0.0
Pittsburgh,https://fbref.com/en/players/3449d750/Sam-Bassett,3449d750,69fb96c1,Sam Bassett,Starter,USA,DM,22-335,69,1,0,0,0,2,1,0,0,0,0,0,3,0,0,0,0,0,DM,0.0,0.0,0.0,0.0
Pittsburgh,https://fbref.com/en/players/46b3b606/Jackson-Walti,46b3b606,69fb96c1,Jackson Walti,Sub,USA,MF,26-097,21,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,MF,0.0,0.0,0.0,0.0
Pittsburgh,https://fbref.com/en/players/a493be2d/Danny-Griffin,a493be2d,69fb96c1,Danny Griffin,Starter,USA,DM,27-243,90,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,DM,0.0,0.0,0.0,0.0
Pittsburgh,https://fbref.com/en/players/88c75801/Perrin-Barnes,88c75801,69fb96c1,Perrin Barnes,Starter,USA,DM,25-004,90,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,DM,0.0,0.0,0.0,0.0
Pittsburgh,https://fbref.com/en/players/ff5b1e11/Guillaume-Vacter,ff5b1e11,69fb96c1,Guillaume Vacter,Starter,FRA,CB,25-244,86,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,CB,0.0,0.0,0.0,0.0
Pittsburgh,https://fbref.com/en/players/af3ec88b/Abdul-Illal-Osumanu,af3ec88b,69fb96c1,Abdul Illal Osumanu,Sub,GHA,DF,29-206,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DF,0.0,0.0,0.0,0.0
Pittsburgh,https://fbref.com/en/players/dc178782/Victor-Souza,dc178782,69fb96c1,Victor Souza,Starter,USA,CB,24-342,90,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,CB,0.0,0.0,0.0,0.0
Pittsburgh,https://fbref.com/en/players/5254c911/Roberto-Ydrach,5254c911,69fb96c1,Roberto Ydrach,Starter,PUR,CB,24-292,90,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,CB,0.0,0.0,0.0,0.0
Pittsburgh,https://fbref.com/en/players/d8409d78/Nicolas-Campuzano,d8409d78,69fb96c1,Nicolas Campuzano,Starter,ESP,GK,28-044,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GK,2.0,2.0,0.0,0.0
Detroit City,https://fbref.com/en/players/2587e36f/Darren-Smith,2587e36f,fb926d8f,Darren Smith,Starter,RSA,FW,29-353,57,2,0,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,FW,0.0,0.0,0.0,0.0
Detroit City,https://fbref.com/en/players/cffb03bd/Chisom-Egbuchulam,cffb03bd,fb926d8f,Chisom Egbuchulam,Sub,NGA,FW,34-020,33,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,FW,0.0,0.0,0.0,0.0
Detroit City,https://fbref.com/en/players/0b90fa20/Alassane-Diouf,0b90fa20,fb926d8f,Alassane Diouf,Starter,SEN,AM,25-355,89,0,0,0,0,1,0,0,0,5,6,1,0,0,0,0,0,0,AM,0.0,0.0,0.0,0.0
Detroit City,https://fbref.com/en/players/cadbd9aa/Alexander-Dalou,cadbd9aa,fb926d8f,Alexander Dalou,Sub,USA,MF,25-202,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,MF,0.0,0.0,0.0,0.0
Detroit City,https://fbref.com/en/players/9e8264b7/Maxi-Rodriguez,9e8264b7,fb926d8f,Maxi Rodriguez,Starter,USA,AM,30-217,90,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,AM,0.0,0.0,0.0,0.0
Detroit City,https://fbref.com/en/players/8c4614a8/Jeciel-Cedeno,8c4614a8,fb926d8f,Jeciel Cedeno,Starter,ECU,AM,25-345,79,0,0,0,0,1,0,0,0,1,3,0,1,0,0,0,0,0,AM,0.0,0.0,0.0,0.0
Detroit City,https://fbref.com/en/players/75a0181e/Preston-Tabortetaka,75a0181e,fb926d8f,Preston Tabortetaka,Sub,CMR,"FW,MF",27-277,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FW,0.0,0.0,0.0,0.0
Detroit City,https://fbref.com/en/players/1eaf599d/Ryan-Williams,1eaf599d,fb926d8f,Ryan Williams,Starter,ENG,DM,34-340,90,0,0,0,0,2,1,0,0,2,0,0,5,0,2,0,0,0,DM,0.0,0.0,0.0,0.0
Detroit City,https://fbref.com/en/players/a928bb49/Kobe-Hernandez-Foster,a928bb49,fb926d8f,Kobe Hernandez Foster,Starter,USA,DM,23-261,79,0,0,0,0,1,0,0,0,1,0,0,5,0,0,0,0,0,DM,0.0,0.0,0.0,0.0
Detroit City,https://fbref.com/en/players/34084a47/Abdoulaye-Diop,34084a47,fb926d8f,Abdoulaye Diop,Sub,SEN,MF,26-178,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,MF,0.0,0.0,0.0,0.0
Detroit City,https://fbref.com/en/players/0120b637/Tommy-Silva,0120b637,fb926d8f,Tommy Silva,Starter,USA,LB,24-021,90,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,LB,0.0,0.0,0.0,0.0
Detroit City,https://fbref.com/en/players/6154d0fc/Callum-Montgomery,6154d0fc,fb926d8f,Callum Montgomery,Starter,CAN,CB,28-304,90,0,0,0,0,4,1,0,0,1,0,0,0,0,3,0,0,0,CB,0.0,0.0,0.0,0.0
Detroit City,https://fbref.com/en/players/998268a4/Devon-Amoo-Mensah,998268a4,fb926d8f,Devon Amoo Mensah,Starter,USA,CB,30-107,90,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,CB,0.0,0.0,0.0,0.0
Detroit City,https://fbref.com/en/players/01f2c1bb/Haruki-Yamazaki,01f2c1bb,fb926d8f,Haruki Yamazaki,Starter,JPN,RB,25-093,89,0,0,0,0,0,0,0,0,2,1,0,0,0,4,0,0,0,RB,0.0,0.0,0.0,0.0
Detroit City,https://fbref.com/en/players/82657587/Rio-Hope-Gund,82657587,fb926d8f,Rio Hope Gund,Sub,USA,DF,26-206,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DF,0.0,0.0,0.0,0.0
Detroit City,https://fbref.com/en/players/4e17631e/Carlos-Herrera,4e17631e,fb926d8f,Carlos Herrera,Starter,MEX,GK,28-183,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GK,2.0,0.0,2.0,100.0
Brooklyn FC,https://fbref.com/en/players/7f84bbd4/Juan-Carlos-Obregon,7f84bbd4,fb926d8f,Juan Carlos Obregon,Starter,HON,FW,28-136,83,0,0,0,0,3,2,0,0,1,3,2,1,0,0,0,0,0,FW,0.0,0.0,0.0,0.0
Brooklyn FC,https://fbref.com/en/players/38577f2b/Abdoulaye-Kante,38577f2b,fb926d8f,Abdoulaye Kante,Sub,FRA,FW,26-010,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,FW,0.0,0.0,0.0,0.0
Brooklyn FC,https://fbref.com/en/players/aeab5ed2/Christopher-Olney,aeab5ed2,fb926d8f,Christopher Olney,Starter,USA,AM,19-088,90,0,0,0,0,1,0,0,0,1,0,1,2,0,0,0,0,0,AM,0.0,0.0,0.0,0.0
Brooklyn FC,https://fbref.com/en/players/97df0719/Shaan-Hundal,97df0719,fb926d8f,Shaan Hundal,Starter,CAN,AM,26-243,55,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,AM,0.0,0.0,0.0,0.0
Brooklyn FC,https://fbref.com/en/players/09bb8e44/Stefan-Stojanovic,09bb8e44,fb926d8f,Stefan Stojanovic,Sub,USA,FW,25-011,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,FW,0.0,0.0,0.0,0.0
Brooklyn FC,https://fbref.com/en/players/b72465eb/Jaden-Servania,b72465eb,fb926d8f,Jaden Servania,Starter,PUR,AM,24-241,64,0,0,0,0,0,0,1,0,2,2,0,1,0,1,0,0,0,AM,0.0,0.0,0.0,0.0
Brooklyn FC,https://fbref.com/en/players/4a9e152f/Peter-Mangione,4a9e152f,fb926d8f,Peter Mangione,Sub,USA,FW,24-201,26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,FW,0.0,0.0,0.0,0.0
Brooklyn FC,https://fbref.com/en/players/8f5eb74f/Malik-Pinto,8f5eb74f,fb926d8f,Malik Pinto,Starter,USA,DM,23-217,55,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,DM,0.0,0.0,0.0,0.0
Brooklyn FC,https://fbref.com/en/players/ab36595d/Thomas-McNamara,ab36595d,fb926d8f,Thomas McNamara,Sub,USA,"FW,MF",35-036,35,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,FW,0.0,0.0,0.0,0.0
Brooklyn FC,https://fbref.com/en/players/f5b512b3/Taimu-Okiyoshi,f5b512b3,fb926d8f,Taimu Okiyoshi,Starter,JPN,DM,24-190,90,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,DM,0.0,0.0,0.0,0.0
Brooklyn FC,https://fbref.com/en/players/4f9c3df6/Gabriel-Alves,4f9c3df6,fb926d8f,Gabriel Alves,Starter,,LB,0,90,0,0,0,0,0,0,0,0,2,1,0,7,0,1,0,0,0,LB,0.0,0.0,0.0,0.0
Brooklyn FC,https://fbref.com/en/players/5c0e047a/Vuk-Latinovich,5c0e047a,fb926d8f,Vuk Latinovich,Starter,USA,CB,28-181,90,0,0,0,0,0,0,0,0,1,1,0,0,0,4,0,0,0,CB,0.0,0.0,0.0,0.0
Brooklyn FC,https://fbref.com/en/players/7a17e625/Rocco-Romeo,7a17e625,fb926d8f,Rocco Romeo,Starter,CAN,CB,25-354,90,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,CB,0.0,0.0,0.0,0.0
Brooklyn FC,https://fbref.com/en/players/1dfaa68d/Thomas-Vancaeyezeele,1dfaa68d,fb926d8f,Thomas Vancaeyezeele,Starter,GUF,RB,31-230,45,0,0,0,0,0,0,1,0,4,1,0,0,0,0,0,0,0,RB,0.0,0.0,0.0,0.0
Brooklyn FC,https://fbref.com/en/players/98f9400a/Ryan-McLaughlin,98f9400a,fb926d8f,Ryan McLaughlin,Sub,NIR,"DF,MF",31-165,45,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,DF,0.0,0.0,0.0,0.0
Brooklyn FC,https://fbref.com/en/players/10d2b097/Kayne-Rizvanovich,10d2b097,fb926d8f,Kayne Rizvanovich,Starter,USA,GK,18-139,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GK,5.0,3.0,2.0,40.0
Louisville City,https://fbref.com/en/players/8f995d10/Christopher-Donovan,8f995d10,c5e2ec3e,Christopher Donovan,Starter,USA,FW,25-218,90,1,1,0,0,4,1,0,0,1,0,0,0,0,1,0,0,0,FW,0.0,0.0,0.0,0.0
Louisville City,https://fbref.com/en/players/ecd87b88/Jansen-Wilson,ecd87b88,c5e2ec3e,Jansen Wilson,Starter,USA,FW,24-273,90,1,1,0,0,6,4,1,0,3,0,1,6,0,0,0,0,0,FW,0.0,0.0,0.0,0.0
Louisville City,https://fbref.com/en/players/d8c0039e/Ray-Serrano,d8c0039e,c5e2ec3e,Ray Serrano,Starter,USA,CM,23-309,74,1,1,0,0,2,2,0,0,0,1,0,4,0,0,0,0,0,CM,0.0,0.0,0.0,0.0
Louisville City,https://fbref.com/en/players/cb3c5e0d/Quenzi-Huerman,cb3c5e0d,c5e2ec3e,Quenzi Huerman,Sub,FRA,MF,24-236,16,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,MF,0.0,0.0,0.0,0.0
Louisville City,https://fbref.com/en/players/73eec431/Taylor-Davila,73eec431,c5e2ec3e,Taylor Davila,Starter,USA,CM,25-222,89,0,1,0,0,4,0,0,0,1,1,0,9,0,0,0,0,0,CM,0.0,0.0,0.0,0.0
Louisville City,https://fbref.com/en/players/af7c7043/Babacar-Niang,af7c7043,c5e2ec3e,Babacar Niang,Sub,SEN,MF,24-142,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MF,0.0,0.0,0.0,0.0
Louisville City,https://fbref.com/en/players/d7fe9d80/Kevon-Lambert,d7fe9d80,c5e2ec3e,Kevon Lambert,Starter,JAM,CM,28-357,45,0,0,0,0,2,0,0,0,1,1,1,0,0,0,0,0,0,CM,0.0,0.0,0.0,0.0
Louisville City,https://fbref.com/en/players/5e2b88fa/Zach-Duncan,5e2b88fa,c5e2ec3e,Zach Duncan,Sub,AUS,MF,25-287,45,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,MF,0.0,0.0,0.0,0.0
Louisville City,https://fbref.com/en/players/056a4c3c/Jake-Morris,056a4c3c,c5e2ec3e,Jake Morris,Starter,USA,LB,27-011,90,0,0,0,0,1,0,0,0,0,0,1,6,0,1,0,0,0,LB,0.0,0.0,0.0,0.0
Louisville City,https://fbref.com/en/players/759a31cd/Kyle-Adams,759a31cd,c5e2ec3e,Kyle Adams,Starter,NZL,CB,29-114,74,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,CB,0.0,0.0,0.0,0.0
