"team_name","player_url","player_id","match_id","player","lineup_status","nationality","position","age","minutes","goals","assists","pens_made","pens_att","shots","shots_on_target","cards_yellow","cards_red","fouls","fouled","offsides","crosses","tackles_won","interceptions","own_goals","pens_won","penalties_conceded","primary_position","gk_shots_on_target_against","gk_goals_against","gk_saves","gk_save_pct"
"Bethlehem","https://fbref.com/en/players/58aae0a9/Faris-Pemi-Moumbagna","58aae0a9","10df35cd","Faris Pemi Moumbagna","Starter","CMR","FW","19-097","90","1","0","1","1","2","1","0","0","6","2","0","0","0","0","0","1","0","FW",0.0,0.0,0.0,0.0
"Bethlehem","https://fbref.com/en/players/9837830f/Michee-Ngalina","9837830f","10df35cd","Michee Ngalina","Starter","COD","AM","19-183","90","0","0","0","0","0","0","0","0","5","1","1","0","1","0","0","0","0","AM",0.0,0.0,0.0,0.0
"Bethlehem","https://fbref.com/en/players/61a5541d/Zach-Zandi","61a5541d","10df35cd","Zach Zandi","Starter","USA","AM","23-080","90","0","0","0","0","1","0","0","0","2","2","0","1","0","0","0","0","0","AM",0.0,0.0,0.0,0.0
"Bethlehem","https://fbref.com/en/players/dbd04f76/Axel-Picazo","dbd04f76","10df35cd","Axel Picazo","Starter","USA","AM","18-184","80","0","0","0","0","2","2","1","0","6","1","1","0","1","1","0","0","0","AM",0.0,0.0,0.0,0.0
"Bethlehem","https://fbref.com/en/players/d8b49925/Steve-Kingue","d8b49925","10df35cd","Steve Kingue","Sub","CMR","DF","18-256","10","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","DF",0.0,0.0,0.0,0.0
"Bethlehem","https://fbref.com/en/players/5540ee9c/Willis-Chavany","5540ee9c","10df35cd","Willis Chavany","Starter","JAM","DM","22-019","70","0","0","0","0","2","0","0","0","1","1","0","0","1","1","0","0","0","DM",0.0,0.0,0.0,0.0
"Bethlehem","https://fbref.com/en/players/32bc25f0/Saed-Diaz","32bc25f0","10df35cd","Saed Diaz","Sub","PAN","FW","20-105","20","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","FW",0.0,0.0,0.0,0.0
"Bethlehem","https://fbref.com/en/players/2c3e37bc/James-Chambers","2c3e37bc","10df35cd","James Chambers","Starter","IRL","DM","32-234","90","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","DM",0.0,0.0,0.0,0.0
"Bethlehem","https://fbref.com/en/players/9dcbbe73/Walter-Cortes","9dcbbe73","10df35cd","Walter Cortes","Starter","CRC","LB","19-243","90","0","0","0","0","0","0","0","0","4","0","0","5","2","4","0","0","0","LB",0.0,0.0,0.0,0.0
"Bethlehem","https://fbref.com/en/players/30ec7b37/Cole-Turner","30ec7b37","10df35cd","Cole Turner","Starter","USA","CB","18-091","90","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","CB",0.0,0.0,0.0,0.0
