"team_name","player_url","player_id","match_id","player","lineup_status","nationality","position","age","minutes","goals","assists","pens_made","pens_att","shots","shots_on_target","cards_yellow","cards_red","fouls","fouled","offsides","crosses","tackles_won","interceptions","own_goals","pens_won","penalties_conceded","primary_position","gk_shots_on_target_against","gk_goals_against","gk_saves","gk_save_pct"
"Louisville City","https://fbref.com/en/players/15387e4f/Phillip-Goodrum","15387e4f","bb99537f","Phillip Goodrum","Starter","USA","FW","27-356","58","0","0","0","0","2","1","0","0","1","0","2","2","1","0","0","0","0","FW",0.0,0.0,0.0,0.0
"Louisville City","https://fbref.com/en/players/86626b82/Sam-Gleadle","86626b82","bb99537f","Sam Gleadle","Sub","ENG","DF,MF","29-083","32","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","DF",0.0,0.0,0.0,0.0
"Louisville City","https://fbref.com/en/players/d8c0039e/Ray-Serrano","d8c0039e","bb99537f","Ray Serrano","Starter","USA","LM","23-033","90","1","0","0","0","3","1","0","0","1","0","0","6","0","0","0","0","0","LM",0.0,0.0,0.0,0.0
"Louisville City","https://fbref.com/en/players/d7fe9d80/Kevon-Lambert","d7fe9d80","bb99537f","Kevon Lambert","Starter","JAM","CM","28-081","7","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","CM",0.0,0.0,0.0,0.0
"Louisville City","https://fbref.com/en/players/690ab269/Evan-Davila","690ab269","bb99537f","Evan Davila","Sub","USA","MF","23-129","83","0","0","0","0","1","0","1","0","1","1","0","0","0","1","0","0","0","MF",0.0,0.0,0.0,0.0
"Louisville City","https://fbref.com/en/players/73eec431/Taylor-Davila","73eec431","bb99537f","Taylor Davila","Starter","USA","CM","24-311","90","0","0","0","0","0","0","0","0","1","2","0","6","2","0","0","0","0","CM",0.0,0.0,0.0,0.0
"Louisville City","https://fbref.com/en/players/298a167b/Adrien-Perez","298a167b","bb99537f","Adrien Perez","Starter","USA","RM","29-241","61","0","1","0","0","2","0","0","0","2","0","0","2","0","0","0","0","0","RM",0.0,0.0,0.0,0.0
"Louisville City","https://fbref.com/en/players/ecd87b88/Jansen-Wilson","ecd87b88","bb99537f","Jansen Wilson","Sub","USA","FW,MF","23-362","29","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","FW",0.0,0.0,0.0,0.0
"Louisville City","https://fbref.com/en/players/1650e261/Amadou-Dia","1650e261","bb99537f","Amadou Dia","Starter","USA","LB","32-003","58","0","0","0","0","0","0","0","0","1","1","2","0","0","0","0","0","0","LB",0.0,0.0,0.0,0.0
"Louisville City","https://fbref.com/en/players/27162b95/Manny-Perez","27162b95","bb99537f","Manny Perez","Sub","USA","DF,MF","26-112","32","0","0","0","0","1","0","0","0","0","3","0","1","1","0","0","0","0","DF",0.0,0.0,0.0,0.0
"Louisville City","https://fbref.com/en/players/759a31cd/Kyle-Adams","759a31cd","bb99537f","Kyle Adams","Starter","NZL","CB","28-203","90","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","CB",0.0,0.0,0.0,0.0
"Louisville City","https://fbref.com/en/players/16ecce68/Arturo-Ordonez","16ecce68","bb99537f","Arturo Ordonez","Starter","ESP","CB","28-020","90","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","CB",0.0,0.0,0.0,0.0
"Louisville City","https://fbref.com/en/players/6136d617/Sean-Totsch","6136d617","bb99537f","Sean Totsch","Starter","USA","CB","33-268","90","0","0","0","0","0","0","1","0","4","1","0","1","1","0","0","0","0","CB",0.0,0.0,0.0,0.0
"Louisville City","https://fbref.com/en/players/eed1b8f6/Aiden-McFadden","eed1b8f6","bb99537f","Aiden McFadden","Starter","USA","RB","26-256","90","1","0","0","0","1","1","0","0","1","1","1","4","1","2","0","0","0","RB",0.0,0.0,0.0,0.0
"Louisville City","https://fbref.com/en/players/2aa97663/Damian-Las","2aa97663","bb99537f","Damian Las","Starter","USA","GK","23-061","90","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","GK",3.0,1.0,2.0,66.7
"Rhode Island FC","https://fbref.com/en/players/655352d4/Albert-Dikwa","655352d4","bb99537f","Albert Dikwa","Starter","CMR","FW","27-160","67","0","0","0","0","0","0","0","0","2","4","0","0","0","0","0","0","0","FW",0.0,0.0,0.0,0.0
"Rhode Island FC","https://fbref.com/en/players/9e8264b7/Maxi-Rodriguez","9e8264b7","bb99537f","Maxi Rodriguez","Sub","USA","MF","29-306","23","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","MF",0.0,0.0,0.0,0.0
"Rhode Island FC","https://fbref.com/en/players/8ae297c7/Joe-Brito","8ae297c7","bb99537f","Joe Brito","Starter","USA","FW","26-114","67","0","0","0","0","1","0","0","0","1","3","0","1","0","1","0","0","0","FW",0.0,0.0,0.0,0.0
"Rhode Island FC","https://fbref.com/en/players/5be1df64/Noah-Fuson","5be1df64","bb99537f","Noah Fuson","Sub","USA","FW,MF","25-162","23","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","FW",0.0,0.0,0.0,0.0
"Rhode Island FC","https://fbref.com/en/players/7f7b9ede/Aldair-Sanchez","7f7b9ede","bb99537f","Aldair Sanchez","Starter","USA","LM","23-161","80","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","LM",0.0,0.0,0.0,0.0
"Rhode Island FC","https://fbref.com/en/players/2c2fe2ad/Isaac-Angking","2c2fe2ad","bb99537f","Isaac Angking","Sub","PUR","MF","25-138","10","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","MF",0.0,0.0,0.0,0.0
